chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
14	ENSG00000100647	SUSD6	0.1496	1.441	++	Not differentially expressed	0.0	0.437	1	0.5084
21	ENSG00000270652	DPRXP5	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000101811	CSTF2	0.4061	-0.831	+-	Not differentially expressed	26.8	1.365	1	0.2426
4	ENSG00000109670	FBXW7	0.001331	-3.209	--	Not differentially expressed	0.0	0.042	1	0.8378
1	ENSG00000116815	CD58	5.142e-06	4.559	++	Not differentially expressed	78.1	4.572	1	0.03249
2	ENSG00000138036	DYNC2LI1	6.935e-05	-3.978	--	Not differentially expressed	14.4	1.169	1	0.2797
15	ENSG00000175265	GOLGA8A	2.798e-05	-4.189	--	Not differentially expressed	94.2	17.215	1	3.338e-05
16	ENSG00000159713	TPPP3	0.1343	-1.497	-+	Not differentially expressed	92.1	12.737	1	0.0003585
7	ENSG00000281887	GIMAP1-GIMAP5	0.01114	2.538	++	Not differentially expressed	0.0	0.137	1	0.7109
4	ENSG00000197712	FAM114A1	0.01322	2.478	++	Not differentially expressed	0.0	0.065	1	0.7987
3	ENSG00000126062	TMEM115	0.01733	2.38	++	Not differentially expressed	71.5	3.504	1	0.06122
X	ENSG00000102225	CDK16	0.02939	-2.178	--	Not differentially expressed	34.3	1.522	1	0.2173
9	ENSG00000130956	HABP4	0.000252	-3.66	--	Not differentially expressed	0.0	0.228	1	0.6327
10	ENSG00000095587	TLL2	0.02769	-2.202	--	Not differentially expressed	14.9	1.175	1	0.2783
20	ENSG00000229230	MT1P3	0.7724	0.289	+0	Not differentially expressed	0.0	0.124	1	0.7242
12	ENSG00000256799	AC005832.3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000227615	AP001324.1	0.8144	-0.235	-0	Not differentially expressed	0.0	0.082	1	0.7746
4	ENSG00000244422	RPL38P3	0.4613	0.737	++	Not differentially expressed	0.0	0.052	1	0.819
17	ENSG00000154265	ABCA5	9.741e-06	-4.423	--	Not differentially expressed	88.4	8.643	1	0.003283
3	ENSG00000178732	GP5	0.9605	0.05	-+	Not differentially expressed	0.0	0.49	1	0.4841
6	ENSG00000204305	AGER	0.9281	0.09	-+	Not differentially expressed	0.0	0.181	1	0.6705
10	ENSG00000203791	EEF1AKMT2	0.0003902	-3.547	--	Not differentially expressed	22.6	1.292	1	0.2558
1	ENSG00000237663	DNAJC19P7	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
18	ENSG00000243256	RPL30P14	0.05266	1.938	++	Not differentially expressed	0.0	0.833	1	0.3615
12	ENSG00000256019	TAS2R63P	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
22	ENSG00000230769	Z98048.1	0.8151	0.234	-+	Not differentially expressed	0.0	0.143	1	0.705
15	ENSG00000186417	GLDN	0.0309	-2.158	-+	Not differentially expressed	89.1	9.156	1	0.002479
14	ENSG00000072415	MPP5	0.4686	0.725	+-	Not differentially expressed	44.0	1.784	1	0.1816
5	ENSG00000174358	SLC6A19	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000182870	GALNT9	0.02687	-2.213	--	Not differentially expressed	0.0	0.39	1	0.5323
16	ENSG00000171724	VAT1L	0.05339	-1.932	--	Not differentially expressed	53.0	2.127	1	0.1448
19	ENSG00000099804	CDC34	0.04571	-1.998	--	Not differentially expressed	79.6	4.913	1	0.02665
X	ENSG00000101843	PSMD10	0.1519	-1.433	--	Not differentially expressed	0.0	0.079	1	0.7789
14	ENSG00000203485	INF2	0.01076	-2.55	-+	Not differentially expressed	93.4	15.088	1	0.0001026
11	ENSG00000177697	CD151	0.0004055	3.537	++	Not differentially expressed	42.5	1.739	1	0.1873
2	ENSG00000134330	IAH1	0.0009284	-3.311	--	Not differentially expressed	37.6	1.604	1	0.2054
4	ENSG00000132464	ENAM	0.3603	0.915	-+	Not differentially expressed	56.7	2.31	1	0.1285
18	ENSG00000049759	NEDD4L	0.02175	-2.295	--	Not differentially expressed	0.0	0.039	1	0.8434
1	ENSG00000121454	LHX4	0.1205	1.553	++	Not differentially expressed	0.0	0.863	1	0.3529
6	ENSG00000219284	AL592291.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
18	ENSG00000212712	AP002414.1	0.8425	-0.199	-+	Not differentially expressed	82.1	5.584	1	0.01812
21	ENSG00000183844	FAM3B	0.5053	-0.666	-+	Not differentially expressed	44.9	1.815	1	0.1779
15	ENSG00000173575	CHD2	0.8809	0.15	-+	Not differentially expressed	68.7	3.192	1	0.07399
5	ENSG00000249977	AC106748.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000248377	HMGN1P9	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000168070	MAJIN	0.2634	-1.118	-0	Not differentially expressed	46.2	1.86	1	0.1726
3	ENSG00000163630	SYNPR	0.08146	-1.742	--	Not differentially expressed	0.0	0.599	1	0.4391
19	ENSG00000011132	APBA3	0.586	0.545	-+	Not differentially expressed	64.6	2.822	1	0.09301
2	ENSG00000276362	AC010087.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000103429	BFAR	0.1633	1.394	++	Not differentially expressed	0.0	0.483	1	0.4871
7	ENSG00000236460	SNX2P2	0.9236	0.096	-+	Not differentially expressed	38.2	1.617	1	0.2035
6	ENSG00000112559	MDFI	0.1952	1.295	++	Not differentially expressed	2.9	1.029	1	0.3103
2	ENSG00000229405	AC092580.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
6	ENSG00000047936	ROS1	0.2471	-1.158	--	Not differentially expressed	0.0	0.51	1	0.4752
1	ENSG00000184677	ZBTB40	6.047e-05	4.011	++	Not differentially expressed	0.0	0.985	1	0.3209
2	ENSG00000222832	RNA5SP120	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000244361	RPL30P7	0.5368	0.618	+0	Not differentially expressed	0.0	0.568	1	0.4512
22	ENSG00000128340	RAC2	0.2556	1.137	++	Not differentially expressed	0.0	0.104	1	0.7466
19	ENSG00000242636	RPL21P129	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
8	ENSG00000170791	CHCHD7	5.951e-07	-4.993	--	Downregulated in AD	91.7	11.984	1	0.0005366
17	ENSG00000167107	ACSF2	0.05369	1.929	-+	Not differentially expressed	66.9	3.022	1	0.08213
3	ENSG00000188313	PLSCR1	0.001809	3.12	++	Not differentially expressed	0.0	0.229	1	0.6322
9	ENSG00000198312	BMS1P9	0.9415	0.073	+0	Not differentially expressed	0.0	0.008	1	0.9287
9	ENSG00000119397	CNTRL	0.9806	-0.024	-+	Not differentially expressed	39.2	1.644	1	0.1998
8	ENSG00000274310	AC091076.1	0.7583	0.308	+0	Not differentially expressed	0.0	0.141	1	0.7074
1	ENSG00000212916	MAP10	0.007965	-2.654	--	Not differentially expressed	12.0	1.136	1	0.2864
16	ENSG00000072864	NDE1	0.03017	2.168	-+	Not differentially expressed	76.5	4.258	1	0.03908
7	ENSG00000157212	PAXIP1	0.0294	2.178	++	Not differentially expressed	60.2	2.515	1	0.1128
4	ENSG00000184305	CCSER1	0.002832	-2.985	--	Not differentially expressed	0.0	0.373	1	0.5411
19	ENSG00000243130	PSG11	0.3019	-1.032	--	Not differentially expressed	0.0	0.666	1	0.4146
5	ENSG00000285522	AC026740.2	0.1134	1.583	++	Not differentially expressed	0.0	0.271	1	0.603
19	ENSG00000131116	ZNF428	7.228e-05	-3.969	--	Not differentially expressed	33.7	1.508	1	0.2195
1	ENSG00000163468	CCT3	0.3584	0.918	+-	Not differentially expressed	37.0	1.586	1	0.2079
11	ENSG00000159063	ALG8	0.0005472	-3.456	--	Not differentially expressed	82.0	5.54	1	0.01858
15	ENSG00000182511	FES	0.0004458	3.511	++	Not differentially expressed	0.0	0.261	1	0.6095
6	ENSG00000197442	MAP3K5	0.003331	2.935	+-	Not differentially expressed	94.4	17.868	1	2.368e-05
1	ENSG00000232022	FAAHP1	0.3626	0.91	-+	Not differentially expressed	86.2	7.23	1	0.007171
19	ENSG00000105669	COPE	0.02328	-2.269	-+	Not differentially expressed	88.1	8.436	1	0.003678
2	ENSG00000082126	MPP4	0.9887	0.014	-+	Not differentially expressed	0.0	0.627	1	0.4283
22	ENSG00000100106	TRIOBP	0.001875	3.109	++	Not differentially expressed	0.0	0.006	1	0.9361
6	ENSG00000112276	BVES	0.005393	2.783	++	Not differentially expressed	0.0	0.428	1	0.5129
12	ENSG00000187778	MCRS1	0.13	-1.514	-+	Not differentially expressed	76.5	4.25	1	0.03924
13	ENSG00000232858	RPL34P27	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
15	ENSG00000137776	SLTM	0.1095	-1.601	--	Not differentially expressed	56.5	2.299	1	0.1295
5	ENSG00000164291	ARSK	0.001143	3.253	++	Not differentially expressed	90.3	10.356	1	0.001291
11	ENSG00000149305	HTR3B	0.001707	-3.137	--	Not differentially expressed	0.0	0.001	1	0.9758
5	ENSG00000152705	CATSPER3	0.1566	1.417	++	Not differentially expressed	0.0	0.282	1	0.5951
17	ENSG00000141200	KIF2B	0.02983	-2.172	--	Not differentially expressed	0.0	0.093	1	0.7599
X	ENSG00000101825	MXRA5	0.02427	2.253	++	Not differentially expressed	30.3	1.435	1	0.231
14	ENSG00000258750	AL358335.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
9	ENSG00000165304	MELK	0.9502	0.062	-+	Not differentially expressed	0.0	0.095	1	0.7582
19	ENSG00000197054	ZNF763	0.5964	-0.53	--	Not differentially expressed	0.0	0.113	1	0.7372
15	ENSG00000140287	HDC	0.2127	-1.246	-+	Not differentially expressed	80.4	5.114	1	0.02373
12	ENSG00000130787	HIP1R	0.9754	-0.031	-+	Not differentially expressed	91.6	11.919	1	0.0005557
2	ENSG00000196912	ANKRD36B	0.0002369	-3.676	--	Not differentially expressed	59.1	2.447	1	0.1177
20	ENSG00000078747	ITCH	0.5375	0.617	+-	Not differentially expressed	0.0	0.977	1	0.3229
6	ENSG00000124610	HIST1H1A	0.403	-0.836	--	Not differentially expressed	0.0	0.357	1	0.5505
14	ENSG00000198894	CIPC	9.045e-06	4.439	++	Not differentially expressed	45.0	1.819	1	0.1775
12	ENSG00000078246	TULP3	0.002711	2.999	++	Not differentially expressed	0.0	0.72	1	0.3962
17	ENSG00000128422	KRT17	0.002194	-3.063	--	Not differentially expressed	0.0	0.0	1	0.9987
16	ENSG00000166780	C16orf45	0.0525	-1.939	--	Not differentially expressed	0.0	0.256	1	0.613
19	ENSG00000267673	FDX2	4.367e-05	-4.087	--	Not differentially expressed	63.0	2.704	1	0.1001
14	ENSG00000258734	AL049873.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000149742	SLC22A9	0.00308	-2.96	--	Not differentially expressed	0.0	0.16	1	0.6895
2	ENSG00000223873	SAP18P2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
19	ENSG00000105675	ATP4A	0.8019	0.251	++	Not differentially expressed	0.0	0.001	1	0.9745
15	ENSG00000069869	NEDD4	0.506	0.665	++	Not differentially expressed	0.0	0.13	1	0.718
19	ENSG00000187867	PALM3	0.09302	1.68	+-	Not differentially expressed	77.3	4.404	1	0.03584
2	ENSG00000230006	ANKRD36BP2	0.003506	-2.92	--	Not differentially expressed	0.0	0.98	1	0.3222
2	ENSG00000136720	HS6ST1	0.02271	2.278	+-	Not differentially expressed	90.3	10.3	1	0.00133
15	ENSG00000166140	ZFYVE19	0.4115	0.821	-+	Not differentially expressed	0.0	0.651	1	0.4198
X	ENSG00000282697	AC073488.11	0.9584	0.052	+0	Not differentially expressed	0.0	0.004	1	0.9493
12	ENSG00000198134	AC007537.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000181817	LSM10	0.5531	0.593	++	Not differentially expressed	0.0	0.262	1	0.6087
3	ENSG00000231552	IGBP1P3	0.7585	-0.307	-0	Not differentially expressed	0.0	0.141	1	0.7077
14	ENSG00000185559	DLK1	0.2759	-1.09	-0	Not differentially expressed	43.4	1.766	1	0.1839
7	ENSG00000252041	RNA5SP228	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000183155	RABIF	0.4638	0.733	+-	Not differentially expressed	75.5	4.088	1	0.04319
2	ENSG00000237024	RPL21P33	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000231861	OR5K2	0.6194	0.497	+0	Not differentially expressed	0.0	0.367	1	0.5447
11	ENSG00000149084	HSD17B12	0.4995	0.675	++	Not differentially expressed	0.0	0.081	1	0.7763
3	ENSG00000241787	MTND4P16	0.2228	1.219	++	Not differentially expressed	0.0	0.002	1	0.9666
5	ENSG00000271824	SMIM32	0.005164	-2.797	--	Not differentially expressed	0.0	0.313	1	0.5757
4	ENSG00000109424	UCP1	0.4281	0.792	++	Not differentially expressed	0.0	0.044	1	0.8346
12	ENSG00000214198	TTC41P	0.3789	-0.88	-+	Not differentially expressed	71.7	3.535	1	0.0601
9	ENSG00000231137	RBM22P5	0.8199	-0.228	-0	Not differentially expressed	0.0	0.077	1	0.7813
1	ENSG00000236646	LAMTOR5P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
12	ENSG00000257489	AC010203.1	0.8972	0.129	-+	Not differentially expressed	0.0	0.032	1	0.859
9	ENSG00000276388	AL591424.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
1	ENSG00000198754	OXCT2	6.918e-05	-3.979	--	Not differentially expressed	90.6	10.648	1	0.001102
11	ENSG00000239481	RPS3AP41	0.8776	-0.154	-0	Not differentially expressed	0.0	0.035	1	0.851
12	ENSG00000135519	KCNH3	0.01189	-2.515	--	Not differentially expressed	0.0	0.012	1	0.9115
10	ENSG00000230501	ANKRD30BP3	0.8017	0.251	+0	Not differentially expressed	0.0	0.094	1	0.7594
1	ENSG00000117791	MARC2	0.3766	-0.884	+-	Not differentially expressed	84.4	6.429	1	0.01123
2	ENSG00000271597	AC112230.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
X	ENSG00000010671	BTK	0.7426	-0.328	-+	Not differentially expressed	91.7	12.09	1	0.000507
5	ENSG00000152503	TRIM36	0.003251	-2.943	--	Not differentially expressed	0.0	0.038	1	0.8446
12	ENSG00000111786	SRSF9	0.7347	-0.339	+-	Not differentially expressed	17.6	1.214	1	0.2705
7	ENSG00000128596	CCDC136	4.602e-06	-4.582	--	Not differentially expressed	67.7	3.093	1	0.07861
14	ENSG00000198805	PNP	0.001483	3.178	++	Not differentially expressed	47.6	1.908	1	0.1671
1	ENSG00000143627	PKLR	0.1065	-1.614	--	Not differentially expressed	29.8	1.425	1	0.2326
20	ENSG00000236474	GCNT1P1	0.749	-0.32	--	Not differentially expressed	0.0	0.058	1	0.8104
Y	ENSG00000092377	TBL1Y	0.3304	-0.973	-0	Not differentially expressed	29.0	1.409	1	0.2352
9	ENSG00000188352	FOCAD	0.2264	-1.21	--	Not differentially expressed	0.0	0.312	1	0.5767
3	ENSG00000229048	DUTP1	0.7543	-0.313	-+	Not differentially expressed	0.0	0.196	1	0.6576
8	ENSG00000254225	BTF3P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
10	ENSG00000224302	AL500527.1	0.3311	-0.972	-0	Not differentially expressed	28.8	1.405	1	0.2359
22	ENSG00000100216	TOMM22	0.08827	-1.705	--	Not differentially expressed	0.0	0.001	1	0.9691
2	ENSG00000233741	AC016691.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000226045	AC234644.1	0.9614	-0.048	-+	Not differentially expressed	31.6	1.463	1	0.2264
9	ENSG00000254483	SUGT1P4	0.1698	-1.373	--	Not differentially expressed	0.0	0.202	1	0.6527
6	ENSG00000196569	LAMA2	0.03317	2.13	++	Not differentially expressed	0.0	0.034	1	0.8541
12	ENSG00000242329	AC007215.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000244485	RPL18P13	0.3785	0.881	+0	Not differentially expressed	13.3	1.154	1	0.2828
5	ENSG00000253537	PCDHGA7	0.2432	1.167	++	Not differentially expressed	0.0	0.217	1	0.6416
7	ENSG00000281593	AC006978.2	0.06773	1.827	++	Not differentially expressed	79.1	4.793	1	0.02857
6	ENSG00000112759	SLC29A1	0.01264	-2.494	--	Not differentially expressed	60.2	2.515	1	0.1128
6	ENSG00000219604	AL590143.1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000230383	AC009245.1	0.2411	1.172	+-	Not differentially expressed	52.3	2.097	1	0.1476
16	ENSG00000069345	DNAJA2	0.1251	-1.534	--	Not differentially expressed	36.3	1.57	1	0.2102
4	ENSG00000198589	LRBA	0.8151	0.234	+-	Not differentially expressed	79.1	4.778	1	0.02883
X	ENSG00000173681	BCLAF3	0.2154	-1.239	-+	Not differentially expressed	62.3	2.654	1	0.1033
16	ENSG00000168488	ATXN2L	0.09686	-1.66	-+	Not differentially expressed	80.6	5.153	1	0.02321
3	ENSG00000179934	CCR8	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
5	ENSG00000237693	IRGM	0.4016	0.839	++	Not differentially expressed	0.0	0.336	1	0.5623
1	ENSG00000215864	NBPF7	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000234841	AC017007.2	0.2575	1.132	++	Not differentially expressed	0.0	0.03	1	0.8623
11	ENSG00000175390	EIF3F	0.02696	-2.212	--	Not differentially expressed	82.4	5.68	1	0.01716
8	ENSG00000156011	PSD3	0.1247	-1.536	--	Not differentially expressed	33.1	1.494	1	0.2216
4	ENSG00000168826	ZBTB49	0.1227	-1.543	--	Not differentially expressed	0.0	0.156	1	0.6925
1	ENSG00000198821	CD247	0.262	1.122	-+	Not differentially expressed	59.8	2.488	1	0.1148
16	ENSG00000159761	C16orf86	0.6202	-0.496	--	Not differentially expressed	0.0	0.078	1	0.7798
15	ENSG00000185442	FAM174B	0.1377	-1.485	-+	Not differentially expressed	90.5	10.517	1	0.001183
X	ENSG00000185825	BCAP31	0.03857	-2.069	--	Not differentially expressed	4.3	1.045	1	0.3067
19	ENSG00000225980	OR7E19P	0.8011	-0.252	-0	Not differentially expressed	0.0	0.094	1	0.7586
22	ENSG00000184459	BPIFC	0.7543	-0.313	-0	Not differentially expressed	0.0	0.146	1	0.7026
10	ENSG00000165816	VWA2	0.001151	3.251	++	Not differentially expressed	0.0	0.377	1	0.5393
17	ENSG00000260325	HSPB9	0.1084	1.605	++	Not differentially expressed	0.0	0.001	1	0.9739
7	ENSG00000105939	ZC3HAV1	0.0007701	3.363	++	Not differentially expressed	2.4	1.025	1	0.3113
22	ENSG00000100218	RSPH14	0.5098	-0.659	+-	Not differentially expressed	0.0	0.638	1	0.4243
11	ENSG00000181649	PHLDA2	0.2289	-1.203	--	Not differentially expressed	0.0	0.559	1	0.4546
13	ENSG00000214823	NXT1P1	0.394	0.852	+0	Not differentially expressed	7.5	1.081	1	0.2985
13	ENSG00000280165	PCDH20	0.005355	-2.785	--	Not differentially expressed	22.0	1.283	1	0.2574
6	ENSG00000145949	MYLK4	0.5681	-0.571	+-	Not differentially expressed	0.0	0.596	1	0.4402
14	ENSG00000258990	MPPE1P1	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
3	ENSG00000255423	EBLN2	0.1981	1.287	++	Not differentially expressed	0.0	0.816	1	0.3662
1	ENSG00000117758	STX12	0.04945	-1.965	--	Not differentially expressed	0.0	0.741	1	0.3895
16	ENSG00000260644	HERC2P5	0.6242	0.49	-+	Not differentially expressed	0.0	0.167	1	0.6824
11	ENSG00000174080	CTSF	0.06914	-1.818	--	Not differentially expressed	7.4	1.08	1	0.2987
16	ENSG00000141012	GALNS	0.9462	-0.067	-+	Not differentially expressed	80.8	5.204	1	0.02253
6	ENSG00000118482	PHF3	0.2925	1.053	++	Not differentially expressed	28.5	1.399	1	0.2369
X	ENSG00000280249	AL691477.1	0.2631	1.119	-+	Not differentially expressed	80.1	5.03	1	0.02491
8	ENSG00000156467	UQCRB	0.0003407	-3.582	--	Not differentially expressed	85.2	6.749	1	0.009378
12	ENSG00000256159	AC022080.3	0.07208	1.799	++	Not differentially expressed	0.0	0.113	1	0.7366
3	ENSG00000227309	AC140076.1	0.1362	1.49	++	Not differentially expressed	0.0	0.328	1	0.567
10	ENSG00000235623	OR7E110P	0.5599	0.583	+0	Not differentially expressed	0.0	0.506	1	0.477
2	ENSG00000138356	AOX1	0.0001598	3.775	++	Not differentially expressed	89.0	9.081	1	0.002583
1	ENSG00000234981	AC244034.1	0.5267	-0.633	--	Not differentially expressed	0.0	0.015	1	0.9015
3	ENSG00000163611	SPICE1	0.1595	1.407	+-	Not differentially expressed	86.3	7.284	1	0.006956
19	ENSG00000213762	ZNF134	0.1652	-1.388	+-	Not differentially expressed	87.1	7.771	1	0.005311
11	ENSG00000086991	NOX4	0.01204	-2.511	--	Not differentially expressed	53.2	2.139	1	0.1436
15	ENSG00000140451	PIF1	0.5294	0.629	-+	Not differentially expressed	0.0	0.471	1	0.4927
4	ENSG00000251596	HADHAP1	0.06174	1.868	+-	Not differentially expressed	85.2	6.747	1	0.009391
15	ENSG00000128731	HERC2	0.5542	-0.591	+-	Not differentially expressed	58.6	2.413	1	0.1203
7	ENSG00000227855	DPY19L2P3	0.007353	-2.68	--	Not differentially expressed	77.2	4.39	1	0.03615
3	ENSG00000080200	CRYBG3	0.01495	2.434	++	Not differentially expressed	0.0	0.658	1	0.4172
8	ENSG00000178860	MSC	0.003599	-2.911	--	Not differentially expressed	0.0	0.25	1	0.617
1	ENSG00000189280	GJB5	0.8956	-0.131	+-	Not differentially expressed	0.0	0.427	1	0.5135
10	ENSG00000108175	ZMIZ1	2.968e-05	4.176	++	Not differentially expressed	73.6	3.786	1	0.05168
1	ENSG00000227056	RPL6P2	0.009271	2.602	++	Not differentially expressed	20.1	1.251	1	0.2633
7	ENSG00000272655	POLR2J4	0.2281	-1.205	--	Not differentially expressed	0.0	0.594	1	0.4409
13	ENSG00000237082	COX5BP6	0.03818	-2.073	--	Not differentially expressed	62.6	2.677	1	0.1018
X	ENSG00000094631	HDAC6	0.3186	-0.997	-+	Not differentially expressed	92.3	13.009	1	0.00031
16	ENSG00000226232	NPIPB14P	0.0252	-2.238	--	Not differentially expressed	72.4	3.617	1	0.05719
2	ENSG00000223349	KLF2P3	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
7	ENSG00000233962	AC064862.2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
4	ENSG00000248583	AC119751.3	0.2357	-1.186	-+	Not differentially expressed	66.2	2.955	1	0.08564
12	ENSG00000256274	TAS2R64P	0.9957	-0.005	+-	Not differentially expressed	0.0	0.501	1	0.4789
3	ENSG00000114023	FAM162A	3.22e-05	-4.157	--	Not differentially expressed	47.5	1.906	1	0.1674
9	ENSG00000183354	KIAA2026	0.01272	2.492	++	Not differentially expressed	88.1	8.413	1	0.003725
11	ENSG00000255385	UBTFL10	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000258653	AC005520.1	0.3703	0.896	+-	Not differentially expressed	44.7	1.809	1	0.1787
8	ENSG00000164816	DEFA5	0.659	-0.441	-0	Not differentially expressed	0.0	0.29	1	0.5904
7	ENSG00000004948	CALCR	0.1804	-1.339	--	Not differentially expressed	11.9	1.135	1	0.2868
12	ENSG00000150977	RILPL2	0.07304	1.793	++	Not differentially expressed	0.0	0.317	1	0.5736
19	ENSG00000088038	CNOT3	0.4272	-0.794	-+	Not differentially expressed	77.7	4.487	1	0.03415
19	ENSG00000105519	CAPS	0.007352	2.68	++	Not differentially expressed	70.9	3.437	1	0.06376
14	ENSG00000270343	UNGP3	0.09804	1.654	++	Not differentially expressed	0.0	0.348	1	0.5553
15	ENSG00000174485	DENND4A	0.953	0.059	+-	Not differentially expressed	7.0	1.075	1	0.2998
20	ENSG00000215440	NPEPL1	0.2389	-1.178	-+	Not differentially expressed	84.3	6.382	1	0.01153
8	ENSG00000145002	FAM86B2	0.7857	-0.272	+-	Not differentially expressed	0.0	0.144	1	0.7041
2	ENSG00000115414	FN1	0.00541	2.782	++	Not differentially expressed	0.0	0.27	1	0.6034
5	ENSG00000170606	HSPA4	0.338	0.958	+-	Not differentially expressed	61.7	2.612	1	0.106
19	ENSG00000188368	PRR19	0.05961	1.884	++	Not differentially expressed	0.0	0.035	1	0.8515
3	ENSG00000114021	NIT2	0.001644	-3.148	--	Not differentially expressed	0.0	0.062	1	0.8029
10	ENSG00000231122	FAM25E	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
11	ENSG00000109927	TECTA	2.506e-05	-4.214	--	Not differentially expressed	88.3	8.552	1	0.003451
10	ENSG00000234993	CUBNP2	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
14	ENSG00000100804	PSMB5	0.01777	-2.37	--	Not differentially expressed	0.7	1.007	1	0.3157
3	ENSG00000044524	EPHA3	0.01359	-2.468	--	Not differentially expressed	62.1	2.64	1	0.1042
11	ENSG00000205035	AC136759.1	0.01157	-2.525	--	Not differentially expressed	0.0	0.32	1	0.5714
5	ENSG00000172239	PAIP1	0.6953	0.392	+-	Not differentially expressed	63.8	2.759	1	0.0967
X	ENSG00000182712	CMC4	0.6872	0.403	+-	Not differentially expressed	0.0	0.262	1	0.6091
21	ENSG00000187172	BAGE2	0.2729	1.096	-+	Not differentially expressed	87.3	7.849	1	0.005085
10	ENSG00000183230	CTNNA3	0.2048	-1.268	-+	Not differentially expressed	94.3	17.537	1	2.818e-05
10	ENSG00000122859	NEUROG3	0.3951	0.85	+0	Not differentially expressed	7.0	1.076	1	0.2997
3	ENSG00000244226	ILF2P1	0.9561	-0.055	-+	Not differentially expressed	0.0	0.4	1	0.5272
4	ENSG00000249013	FTH1P21	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
16	ENSG00000270832	AC092120.2	0.7779	0.282	-+	Not differentially expressed	0.0	0.235	1	0.6278
19	ENSG00000279966	AC008626.2	0.8504	0.189	-+	Not differentially expressed	90.1	10.097	1	0.001485
16	ENSG00000047578	KIAA0556	0.1748	1.357	++	Not differentially expressed	0.0	0.12	1	0.7286
7	ENSG00000106384	MOGAT3	0.9629	-0.047	-+	Not differentially expressed	85.4	6.87	1	0.008764
7	ENSG00000239556	AC004951.2	0.482	-0.703	-+	Not differentially expressed	65.7	2.913	1	0.08789
2	ENSG00000224637	PDSS1P2	0.7963	0.258	+0	Not differentially expressed	0.0	0.099	1	0.7528
6	ENSG00000137251	TINAG	0.04212	-2.032	--	Not differentially expressed	0.0	0.079	1	0.7787
12	ENSG00000088992	TESC	0.02603	-2.226	--	Not differentially expressed	0.0	0.084	1	0.7726
12	ENSG00000110925	CSRNP2	0.1865	-1.321	+-	Not differentially expressed	60.6	2.536	1	0.1113
4	ENSG00000250381	UNC93B4	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
8	ENSG00000230549	USP17L1	0.0827	-1.735	--	Not differentially expressed	0.0	0.259	1	0.6105
1	ENSG00000142765	SYTL1	0.3371	0.96	++	Not differentially expressed	0.0	0.256	1	0.6128
10	ENSG00000108021	FAM208B	0.6326	-0.478	+-	Not differentially expressed	0.0	0.912	1	0.3395
3	ENSG00000271024	HSPE1P19	1.0	0.0	00	Not differentially expressed	0.0	0.0	1	1.0
