gene_name	Marques-Coelho_MSSB_BA44	Panitch_et_al	Fischer_et_al	Marques-Coelho_MSSB_BA10	Marques-Coelho_ROSMAP	upregulated_count	downregulated_count
PACERR	missing	upregulated	missing	missing	missing	1	0
PADI2	missing	upregulated	missing	upregulated	missing	2	0
PAFAH1B1	missing	downregulated	missing	missing	missing	0	1
PAK2	missing	missing	upregulated	missing	missing	1	0
PAK4	missing	upregulated	missing	missing	missing	1	0
PALM3	missing	upregulated	missing	missing	missing	1	0
PAN3	missing	missing	upregulated	missing	missing	1	0
PANTR1	missing	upregulated	missing	missing	missing	1	0
PAPSS2	missing	missing	upregulated	missing	missing	1	0
PARD3	missing	missing	upregulated	missing	missing	1	0
PARD3-DT	missing	upregulated	missing	missing	missing	1	0
PARD3B	missing	upregulated	upregulated	missing	missing	2	0
PART1	missing	downregulated	missing	missing	missing	0	1
PATL1	missing	missing	upregulated	missing	missing	1	0
PAXBP1-AS1	missing	downregulated	missing	missing	missing	0	1
PBRM1	missing	missing	upregulated	missing	missing	1	0
PBXIP1	missing	upregulated	missing	missing	missing	1	0
PCBP1-AS1	missing	upregulated	missing	missing	missing	1	0
PCDH8	missing	downregulated	missing	missing	missing	0	1
PCDHB4	missing	missing	upregulated	missing	missing	1	0
PCDHB6	missing	missing	upregulated	missing	missing	1	0
PCDHGA3	missing	missing	upregulated	missing	missing	1	0
PCDHGB6	missing	missing	upregulated	missing	missing	1	0
PCDHGC3	missing	missing	upregulated	missing	missing	1	0
PCDHGC5	missing	missing	missing	missing	downregulated	0	1
PCF11	missing	missing	upregulated	missing	missing	1	0
PCGF5	missing	missing	upregulated	missing	missing	1	0
PCK1	missing	missing	missing	missing	upregulated	1	0
PCNX4	missing	missing	upregulated	missing	missing	1	0
PCOLCE-AS1	missing	upregulated	missing	missing	missing	1	0
PCSK1	downregulated	downregulated	missing	downregulated	missing	0	3
PCYOX1L	missing	downregulated	downregulated	missing	missing	0	2
PCYT2	missing	missing	downregulated	missing	missing	0	1
PDAP1	missing	missing	downregulated	missing	missing	0	1
PDCD6	missing	missing	downregulated	missing	missing	0	1
PDCD6-DT	missing	downregulated	missing	missing	missing	0	1
PDCD7	missing	missing	downregulated	missing	missing	0	1
PDCL	missing	missing	upregulated	missing	missing	1	0
PDE4DIP	missing	missing	upregulated	missing	missing	1	0
PDGFC	missing	missing	upregulated	missing	missing	1	0
PDGFRB	missing	upregulated	upregulated	missing	missing	2	0
PDHA1	missing	missing	downregulated	missing	missing	0	1
PDHX	missing	downregulated	missing	missing	missing	0	1
PDK4	missing	missing	upregulated	missing	missing	1	0
PDLIM5	missing	missing	upregulated	missing	missing	1	0
PDS5A	missing	missing	upregulated	missing	missing	1	0
PDZD11	missing	missing	downregulated	missing	missing	0	1
PDZD2	missing	missing	upregulated	missing	missing	1	0
PEAK1	missing	missing	upregulated	missing	missing	1	0
PECAM1	missing	missing	missing	upregulated	missing	1	0
PECR	missing	missing	downregulated	missing	missing	0	1
PEDS1-UBE2V1	missing	downregulated	missing	missing	missing	0	1
PELI2	missing	missing	upregulated	missing	missing	1	0
PENK-AS1	missing	downregulated	missing	missing	missing	0	1
PET117	missing	downregulated	missing	missing	missing	0	1
PF4	missing	missing	missing	missing	upregulated	1	0
PFDN1	missing	missing	downregulated	missing	missing	0	1
PFDN6	missing	missing	downregulated	missing	missing	0	1
PFN2-AS1	missing	downregulated	missing	missing	missing	0	1
PGAM2	upregulated	missing	missing	missing	missing	1	0
PGF	missing	upregulated	missing	missing	missing	1	0
PGPEP1	missing	upregulated	missing	missing	missing	1	0
PHACTR4	missing	missing	upregulated	missing	missing	1	0
PHC3	missing	missing	upregulated	missing	missing	1	0
PHETA1	missing	upregulated	missing	missing	missing	1	0
PHF1	missing	upregulated	missing	missing	missing	1	0
PHF12	missing	missing	upregulated	missing	missing	1	0
PHF19	missing	upregulated	missing	missing	missing	1	0
PHF21A	missing	upregulated	missing	missing	missing	1	0
PHF3	missing	missing	upregulated	missing	missing	1	0
PHGDH	missing	upregulated	missing	missing	missing	1	0
PHIP	missing	missing	upregulated	missing	missing	1	0
PHLPP1	missing	upregulated	missing	missing	missing	1	0
PHYHD1	missing	upregulated	upregulated	missing	upregulated	3	0
PI16	upregulated	missing	missing	missing	missing	1	0
PIAS2	missing	downregulated	missing	missing	missing	0	1
PIGY	missing	missing	missing	upregulated	missing	1	0
PIK3C2A	missing	missing	upregulated	missing	missing	1	0
PIK3R3	missing	missing	upregulated	missing	missing	1	0
PIM2	missing	missing	downregulated	missing	missing	0	1
PIN1	missing	missing	downregulated	missing	missing	0	1
PIN4	missing	missing	downregulated	missing	missing	0	1
PJA2	missing	downregulated	missing	missing	missing	0	1
PKD2	missing	missing	upregulated	missing	missing	1	0
PKM	missing	missing	downregulated	missing	missing	0	1
PKMYT1	missing	missing	downregulated	missing	missing	0	1
PKN1	missing	downregulated	missing	missing	missing	0	1
PKN2	missing	missing	upregulated	missing	missing	1	0
PLAG1	missing	downregulated	missing	missing	missing	0	1
PLAGL1	missing	downregulated	missing	missing	missing	0	1
PLCB3	missing	upregulated	missing	missing	missing	1	0
PLCD3	missing	upregulated	missing	upregulated	missing	2	0
PLCE1	missing	missing	upregulated	missing	missing	1	0
PLCE1-AS2	missing	upregulated	missing	missing	missing	1	0
PLCG1	missing	missing	upregulated	missing	missing	1	0
PLCH2	missing	missing	downregulated	missing	missing	0	1
PLEC	missing	upregulated	missing	missing	missing	1	0
PLEKHA4	missing	upregulated	missing	missing	missing	1	0
PLEKHA7	missing	missing	upregulated	missing	missing	1	0
PLEKHB1	missing	upregulated	missing	missing	missing	1	0
PLEKHB2	missing	downregulated	missing	missing	missing	0	1
PLEKHF1	missing	upregulated	missing	missing	missing	1	0
PLEKHF2	missing	missing	upregulated	missing	missing	1	0
PLEKHH2	missing	missing	upregulated	missing	missing	1	0
PLIN4	missing	upregulated	missing	missing	missing	1	0
PLOD2	missing	missing	upregulated	missing	missing	1	0
PLPP3	missing	missing	upregulated	missing	missing	1	0
PLPP5	missing	missing	upregulated	missing	missing	1	0
PLXNB1	missing	upregulated	missing	missing	missing	1	0
PLXNB2	missing	upregulated	missing	missing	missing	1	0
PLXNC1	missing	downregulated	missing	missing	missing	0	1
PMM1	missing	missing	downregulated	missing	missing	0	1
PMPCA	missing	missing	downregulated	missing	missing	0	1
PMS1	missing	downregulated	missing	missing	missing	0	1
PMS2	missing	downregulated	missing	missing	missing	0	1
PMS2P1	missing	downregulated	missing	missing	missing	0	1
PMS2P4	missing	downregulated	missing	missing	missing	0	1
PNCK	missing	missing	downregulated	missing	missing	0	1
PNMA5	missing	missing	downregulated	missing	downregulated	0	2
PNOC	missing	downregulated	downregulated	missing	downregulated	0	3
PNPLA5	missing	missing	downregulated	missing	missing	0	1
PNPLA6	missing	upregulated	missing	missing	missing	1	0
PNRC1	missing	missing	upregulated	missing	missing	1	0
PODXL2	missing	missing	downregulated	missing	missing	0	1
POGK	missing	upregulated	missing	missing	missing	1	0
POLA1	missing	upregulated	missing	missing	missing	1	0
POLD1	missing	upregulated	missing	missing	missing	1	0
POLDIP3	missing	upregulated	upregulated	missing	missing	2	0
POLR3A	missing	downregulated	missing	missing	missing	0	1
POLR3K	missing	missing	downregulated	missing	missing	0	1
PON2	missing	missing	upregulated	missing	missing	1	0
PORCN	missing	missing	downregulated	missing	missing	0	1
POU3F2	missing	upregulated	upregulated	missing	missing	2	0
PPARA	missing	upregulated	upregulated	missing	missing	2	0
PPCS	missing	missing	downregulated	missing	missing	0	1
PPDPF	missing	missing	downregulated	missing	missing	0	1
PPEF1	downregulated	missing	downregulated	downregulated	missing	0	3
PPEF1-AS1	missing	downregulated	missing	missing	missing	0	1
PPIE	missing	missing	downregulated	missing	missing	0	1
PPIH	missing	downregulated	missing	missing	missing	0	1
PPIP5K2	missing	downregulated	missing	missing	missing	0	1
PPM1D	missing	missing	upregulated	missing	missing	1	0
PPM1E	missing	downregulated	missing	missing	missing	0	1
PPM1K	missing	missing	upregulated	missing	missing	1	0
PPOX	missing	missing	downregulated	missing	missing	0	1
PPP1CA	missing	missing	downregulated	missing	missing	0	1
PPP1CC	missing	upregulated	upregulated	missing	missing	2	0
PPP1R13L	missing	upregulated	missing	missing	missing	1	0
PPP1R14B-AS1	missing	upregulated	missing	missing	missing	1	0
PPP1R1A	missing	upregulated	missing	missing	missing	1	0
PPP1R1AP1	upregulated	missing	missing	missing	missing	1	0
PPP1R2B	missing	downregulated	missing	missing	missing	0	1
PPP1R37	missing	missing	downregulated	missing	missing	0	1
PPP1R3D	missing	missing	upregulated	missing	missing	1	0
PPP1R7	missing	missing	downregulated	missing	missing	0	1
PPP2R2B-IT1	missing	downregulated	missing	missing	missing	0	1
PPP2R5B	missing	missing	downregulated	missing	missing	0	1
PPP4R1	missing	missing	upregulated	missing	missing	1	0
PPP4R1-AS1	missing	upregulated	missing	missing	missing	1	0
PPP4R2	missing	missing	upregulated	missing	missing	1	0
PPP4R3A	missing	missing	upregulated	missing	missing	1	0
PPP5C	missing	missing	downregulated	missing	missing	0	1
PPP5D1P	missing	missing	downregulated	missing	missing	0	1
PRDM16	missing	missing	upregulated	missing	missing	1	0
PRDX2	missing	missing	downregulated	missing	missing	0	1
PRDX6	missing	upregulated	missing	missing	missing	1	0
PRELP	missing	upregulated	upregulated	missing	upregulated	3	0
PREX1	missing	upregulated	missing	missing	missing	1	0
PRKAR2A	missing	missing	upregulated	missing	missing	1	0
PRKCG	missing	missing	downregulated	missing	missing	0	1
PRKCH	missing	missing	upregulated	missing	missing	1	0
PRKCZ	missing	missing	downregulated	missing	missing	0	1
PRKD1	missing	upregulated	upregulated	missing	missing	2	0
PRKD3	missing	missing	upregulated	missing	missing	1	0
PRKX	upregulated	missing	upregulated	missing	missing	2	0
PRKX-AS1	missing	upregulated	missing	missing	missing	1	0
PRMT7	missing	missing	downregulated	missing	missing	0	1
PRMT8	missing	downregulated	missing	missing	missing	0	1
PRNP	missing	downregulated	missing	missing	missing	0	1
PROB1	missing	upregulated	missing	missing	missing	1	0
PRP4K	missing	missing	upregulated	missing	missing	1	0
PRPF4	missing	downregulated	missing	missing	missing	0	1
PRPF40B	missing	missing	downregulated	missing	missing	0	1
PRPF8	missing	missing	upregulated	missing	missing	1	0
PRR13	missing	downregulated	downregulated	missing	missing	0	2
PRR16	missing	downregulated	missing	missing	missing	0	1
PRR33	missing	missing	missing	missing	upregulated	1	0
PRRC2A	missing	missing	missing	upregulated	missing	1	0
PRRG4	missing	missing	upregulated	missing	missing	1	0
PRSS16	missing	downregulated	missing	missing	missing	0	1
PRTN3	downregulated	missing	missing	missing	downregulated	0	2
PRX	missing	missing	upregulated	missing	missing	1	0
PSD2	missing	missing	upregulated	missing	missing	1	0
PSD4	missing	upregulated	missing	missing	missing	1	0
PSEN2	missing	missing	downregulated	missing	missing	0	1
PSG1	missing	upregulated	missing	missing	missing	1	0
PSG2	missing	missing	missing	upregulated	missing	1	0
PSMB2	missing	downregulated	missing	missing	missing	0	1
PSMB4	missing	missing	downregulated	missing	missing	0	1
PSMB7	missing	missing	downregulated	missing	missing	0	1
PSMC1	missing	missing	downregulated	missing	missing	0	1
PSMC3	missing	missing	downregulated	missing	missing	0	1
PSMD13	missing	missing	downregulated	missing	missing	0	1
PSMD4	missing	missing	downregulated	missing	missing	0	1
PSMD8	missing	missing	downregulated	missing	missing	0	1
PSORS1C1	missing	missing	downregulated	missing	missing	0	1
PSPC1-AS2	missing	downregulated	missing	missing	missing	0	1
PSTPIP1	missing	upregulated	missing	missing	missing	1	0
PTAFR	upregulated	missing	missing	missing	missing	1	0
PTAR1	missing	missing	upregulated	missing	missing	1	0
PTBP1	missing	upregulated	missing	missing	missing	1	0
PTCH1	missing	missing	upregulated	missing	missing	1	0
PTER	missing	missing	upregulated	missing	missing	1	0
PTGES3P1	missing	missing	missing	missing	upregulated	1	0
PTH1R	missing	upregulated	missing	missing	missing	1	0
PTPN12	missing	missing	upregulated	missing	missing	1	0
PTPN13	missing	missing	upregulated	missing	missing	1	0
PTPN21	missing	upregulated	upregulated	missing	missing	2	0
PTPN3	missing	downregulated	missing	missing	missing	0	1
PTPRU	missing	downregulated	missing	missing	missing	0	1
PTPRZ1	missing	missing	upregulated	missing	missing	1	0
PTTG1IP2	missing	upregulated	missing	missing	missing	1	0
PXDC1	missing	upregulated	missing	missing	missing	1	0
PXN	missing	missing	missing	upregulated	missing	1	0
PXN-AS1	missing	upregulated	missing	missing	missing	1	0
PYCR3	missing	missing	downregulated	missing	missing	0	1
PYGL	missing	missing	upregulated	missing	missing	1	0
PYGM	missing	upregulated	missing	missing	missing	1	0
QDPR	missing	upregulated	missing	missing	missing	1	0
QSOX1	missing	missing	downregulated	missing	missing	0	1
R3HDM1	missing	downregulated	missing	missing	missing	0	1
RAB13	missing	upregulated	missing	missing	missing	1	0
RAB29	missing	upregulated	missing	missing	missing	1	0
RAB2A	missing	downregulated	missing	missing	missing	0	1
RAB30	missing	missing	upregulated	missing	missing	1	0
RAB31	missing	missing	upregulated	missing	missing	1	0
RAB3B	downregulated	missing	missing	missing	missing	0	1
RAB3C	missing	downregulated	missing	missing	missing	0	1
RAB3IL1	missing	upregulated	missing	missing	missing	1	0
RAB42	upregulated	upregulated	missing	missing	missing	2	0
RAB6A	missing	downregulated	missing	missing	missing	0	1
RAB6C-AS1	missing	downregulated	missing	missing	missing	0	1
RAB6D	missing	downregulated	missing	missing	missing	0	1
RAB7B	missing	missing	downregulated	missing	missing	0	1
RAB9A	missing	missing	upregulated	missing	missing	1	0
RABGEF1	missing	downregulated	missing	missing	missing	0	1
RABGEF1P3	missing	missing	missing	missing	downregulated	0	1
RAD51C	missing	downregulated	missing	missing	missing	0	1
RAF1	missing	missing	upregulated	missing	missing	1	0
RAMP1	missing	upregulated	missing	missing	missing	1	0
RANBP1	missing	downregulated	downregulated	missing	missing	0	2
RANBP3L	missing	missing	upregulated	missing	missing	1	0
RASAL1	missing	missing	downregulated	missing	missing	0	1
RASAL2-AS1	missing	downregulated	missing	missing	missing	0	1
RASGEF1C	missing	missing	downregulated	missing	missing	0	1
RASGRF1	missing	downregulated	missing	missing	missing	0	1
RASL10A	missing	missing	downregulated	missing	missing	0	1
RASL11A	missing	missing	downregulated	missing	missing	0	1
RASL12	missing	upregulated	missing	missing	missing	1	0
RASSF8	missing	missing	upregulated	missing	missing	1	0
RASSF8-AS1	missing	upregulated	missing	missing	missing	1	0
RASSF9	upregulated	missing	missing	upregulated	missing	2	0
RBL1	missing	missing	upregulated	missing	missing	1	0
RBL2	missing	missing	upregulated	missing	missing	1	0
RBM11	missing	downregulated	missing	missing	missing	0	1
RBM17	missing	upregulated	missing	missing	missing	1	0
RBM3	missing	downregulated	missing	missing	missing	0	1
RBM38-AS1	missing	upregulated	missing	missing	missing	1	0
RBMS2	missing	missing	upregulated	missing	missing	1	0
RBPJ	missing	missing	upregulated	missing	missing	1	0
RBPMS2	missing	upregulated	missing	missing	missing	1	0
RCAN2-DT	missing	downregulated	missing	missing	missing	0	1
RCBTB1	missing	missing	upregulated	missing	missing	1	0
RCC1L	missing	upregulated	missing	missing	missing	1	0
RCOR2	missing	missing	downregulated	missing	missing	0	1
RDH12	missing	missing	missing	downregulated	missing	0	1
RECK	missing	missing	upregulated	missing	missing	1	0
RELA-DT	missing	upregulated	missing	missing	missing	1	0
RELCH	missing	downregulated	missing	missing	missing	0	1
RESF1	missing	missing	upregulated	missing	missing	1	0
REST	missing	missing	upregulated	missing	missing	1	0
REV3L	missing	missing	upregulated	missing	missing	1	0
REXO6P	upregulated	missing	missing	missing	missing	1	0
RFLNB	missing	upregulated	missing	missing	missing	1	0
RFPL1	downregulated	missing	missing	missing	missing	0	1
RFTN2	missing	missing	upregulated	missing	missing	1	0
RFX2	missing	upregulated	missing	missing	missing	1	0
RFX4	missing	missing	upregulated	missing	missing	1	0
RFX8	missing	downregulated	missing	missing	missing	0	1
RGMA	missing	upregulated	missing	missing	missing	1	0
RGS1	missing	missing	upregulated	missing	missing	1	0
RGS4	downregulated	missing	missing	downregulated	missing	0	2
RGS7	missing	downregulated	missing	missing	missing	0	1
RHBDF1	missing	upregulated	missing	missing	missing	1	0
RHOBTB3	missing	missing	upregulated	missing	missing	1	0
RHOC	missing	upregulated	missing	missing	missing	1	0
RHOD	missing	upregulated	missing	missing	missing	1	0
RHOG	missing	missing	missing	upregulated	missing	1	0
RHOJ	missing	upregulated	upregulated	missing	missing	2	0
RHOQ	missing	missing	upregulated	missing	missing	1	0
RHOQ-AS1	missing	upregulated	missing	missing	missing	1	0
RHOV	missing	missing	downregulated	missing	missing	0	1
RIMS1	missing	downregulated	missing	missing	missing	0	1
RINT1	missing	downregulated	missing	missing	missing	0	1
RIPOR3	missing	missing	upregulated	missing	upregulated	2	0
RIPOR3-AS1	missing	upregulated	missing	missing	missing	1	0
RLIMP1	upregulated	missing	missing	missing	missing	1	0
RMI1	missing	missing	upregulated	missing	missing	1	0
RNA5SP202	missing	missing	missing	missing	downregulated	0	1
RNA5SP494	upregulated	missing	missing	missing	missing	1	0
RNASE3	missing	upregulated	missing	missing	missing	1	0
RND2	missing	upregulated	missing	missing	missing	1	0
RNF112	missing	missing	downregulated	missing	missing	0	1
RNF144B	missing	missing	upregulated	missing	missing	1	0
RNF167	missing	missing	downregulated	missing	missing	0	1
RNF182	missing	missing	upregulated	missing	missing	1	0
RNF187	missing	missing	downregulated	missing	missing	0	1
RNF213	missing	missing	upregulated	missing	missing	1	0
RNF216-IT1	missing	upregulated	missing	missing	missing	1	0
RNFT2	missing	downregulated	downregulated	missing	missing	0	2
RNPEPL1	missing	upregulated	missing	missing	missing	1	0
ROBO2	missing	downregulated	missing	missing	missing	0	1
ROCK1	missing	missing	upregulated	missing	missing	1	0
ROGDI	missing	missing	downregulated	missing	missing	0	1
ROM1	missing	upregulated	missing	missing	missing	1	0
RP2	missing	missing	upregulated	missing	missing	1	0
RPA3	missing	downregulated	missing	missing	missing	0	1
RPAIN	missing	downregulated	missing	missing	missing	0	1
RPGRIP1L	missing	downregulated	missing	missing	missing	0	1
RPH3A	downregulated	downregulated	missing	missing	missing	0	2
RPL13P6	upregulated	missing	missing	missing	missing	1	0
RPL15	missing	downregulated	missing	missing	missing	0	1
RPL18AP11	upregulated	missing	missing	missing	missing	1	0
RPL21P8	upregulated	missing	missing	missing	missing	1	0
RPL30P14	upregulated	missing	missing	missing	missing	1	0
RPL34P10	missing	missing	missing	missing	downregulated	0	1
RPL34P17	upregulated	missing	missing	missing	missing	1	0
RPL36A-HNRNPH2	missing	downregulated	missing	missing	missing	0	1
RPL6P4	missing	missing	missing	missing	downregulated	0	1
RPLP1	missing	missing	missing	upregulated	missing	1	0
RPS15AP1	upregulated	missing	missing	missing	missing	1	0
RPS3AP46	downregulated	missing	missing	missing	missing	0	1
RPS3P5	missing	missing	missing	missing	upregulated	1	0
RPS4XP14	upregulated	missing	missing	missing	missing	1	0
RPSAP69	missing	downregulated	missing	missing	missing	0	1
RPUSD3	missing	missing	downregulated	missing	missing	0	1
RRAD	missing	upregulated	missing	missing	missing	1	0
RRAGB	missing	downregulated	missing	missing	missing	0	1
RRAS	missing	upregulated	missing	missing	missing	1	0
RREB1	missing	missing	upregulated	missing	missing	1	0
RRP12	missing	missing	downregulated	missing	missing	0	1
RRP1B	missing	missing	upregulated	missing	missing	1	0
RRP7A	missing	missing	downregulated	missing	missing	0	1
RTCA-AS1	missing	downregulated	missing	missing	missing	0	1
RTKN2	missing	downregulated	missing	missing	missing	0	1
RTL8C	missing	missing	downregulated	missing	missing	0	1
RUFY1-AS1	missing	upregulated	missing	missing	missing	1	0
RUFY2	missing	downregulated	missing	missing	missing	0	1
RUSF1	missing	downregulated	downregulated	missing	missing	0	2
S100A11	missing	missing	missing	upregulated	missing	1	0
S100A4	missing	upregulated	missing	missing	upregulated	2	0
S100A6	missing	upregulated	missing	missing	missing	1	0
S100PBP	missing	missing	upregulated	missing	missing	1	0
SALL1	missing	missing	upregulated	missing	missing	1	0
SALL2	missing	upregulated	upregulated	missing	missing	2	0
SALL3	missing	missing	upregulated	missing	missing	1	0
SALL4P2	upregulated	missing	missing	missing	missing	1	0
SAMD1	missing	upregulated	missing	missing	missing	1	0
SAMD4A-AS1	missing	upregulated	missing	missing	missing	1	0
SAP30L	missing	missing	upregulated	missing	missing	1	0
SARS1	missing	missing	downregulated	missing	missing	0	1
SASH1	missing	upregulated	upregulated	missing	missing	2	0
SBF2	missing	missing	upregulated	missing	missing	1	0
SBK1	downregulated	missing	missing	missing	missing	0	1
SCAI	missing	downregulated	missing	missing	missing	0	1
SCAMP2	missing	upregulated	missing	upregulated	missing	2	0
SCAND3	downregulated	missing	missing	missing	missing	0	1
SCOC-AS1	missing	downregulated	missing	missing	missing	0	1
SCRIB	missing	upregulated	missing	missing	missing	1	0
SDC2	missing	missing	upregulated	missing	missing	1	0
SDF2L1	missing	missing	downregulated	missing	missing	0	1
SDHAF1	missing	missing	downregulated	missing	missing	0	1
SDHAF4	missing	missing	downregulated	missing	missing	0	1
SDR16C5	missing	downregulated	missing	missing	missing	0	1
SDSL	missing	missing	downregulated	missing	missing	0	1
SEC22A	missing	downregulated	downregulated	missing	missing	0	2
SEC24AP1	upregulated	missing	missing	missing	missing	1	0
SEC24B	missing	missing	upregulated	missing	missing	1	0
SELE	downregulated	missing	missing	missing	downregulated	0	2
SENCR	missing	upregulated	missing	missing	missing	1	0
SEPHS1	missing	missing	upregulated	missing	missing	1	0
SEPTIN7P12	upregulated	missing	missing	missing	missing	1	0
SERPINA5	upregulated	upregulated	missing	missing	upregulated	3	0
SERPINB2	missing	missing	missing	missing	downregulated	0	1
SERPINB6	missing	upregulated	missing	missing	missing	1	0
SERPINB9	missing	missing	upregulated	missing	missing	1	0
SERPINE1	missing	missing	upregulated	missing	missing	1	0
SERPINH1	upregulated	missing	missing	missing	missing	1	0
SERPINI2	upregulated	missing	missing	missing	missing	1	0
SERTM1	missing	downregulated	missing	missing	downregulated	0	2
SETD1A	missing	upregulated	missing	missing	missing	1	0
SETD5	missing	missing	upregulated	missing	missing	1	0
SETX	missing	missing	upregulated	missing	missing	1	0
SEZ6L2	missing	missing	downregulated	missing	missing	0	1
SFT2D2	missing	missing	upregulated	missing	missing	1	0
SGCB	missing	missing	upregulated	missing	missing	1	0
SGCZ	missing	missing	missing	missing	upregulated	1	0
SGK1	missing	upregulated	missing	missing	missing	1	0
SGPL1	missing	upregulated	missing	missing	missing	1	0
SGTB	missing	downregulated	missing	missing	missing	0	1
SH2D5	missing	downregulated	downregulated	missing	missing	0	2
SH3BGRL3	missing	missing	missing	upregulated	missing	1	0
SH3GLB1	missing	missing	upregulated	missing	missing	1	0
SH3GLB2	missing	missing	downregulated	missing	missing	0	1
SH3PXD2B	missing	upregulated	upregulated	missing	missing	2	0
SHISA3	missing	missing	missing	missing	upregulated	1	0
SHKBP1	missing	upregulated	missing	missing	missing	1	0
SI	downregulated	missing	missing	missing	downregulated	0	2
SIDT1-AS1	missing	downregulated	missing	missing	missing	0	1
SIGLEC1	upregulated	upregulated	missing	missing	missing	2	0
SIGLEC8	missing	missing	upregulated	missing	missing	1	0
SINHCAFP3	upregulated	missing	missing	upregulated	missing	2	0
SIPA1	missing	upregulated	missing	missing	missing	1	0
SIRT1	missing	missing	upregulated	missing	missing	1	0
SIRT5	missing	downregulated	missing	missing	missing	0	1
SIX5	missing	upregulated	missing	missing	missing	1	0
SKIC8	missing	downregulated	missing	missing	missing	0	1
SKP1	missing	downregulated	downregulated	missing	missing	0	2
SLAIN2	missing	missing	upregulated	missing	missing	1	0
SLC10A4	missing	downregulated	missing	missing	missing	0	1
SLC12A1	missing	missing	missing	downregulated	missing	0	1
SLC12A7	missing	upregulated	missing	missing	missing	1	0
SLC15A2	missing	missing	upregulated	missing	missing	1	0
SLC15A3	upregulated	missing	missing	missing	missing	1	0
SLC16A1	missing	missing	upregulated	missing	missing	1	0
SLC16A14	missing	downregulated	missing	missing	missing	0	1
SLC16A6	missing	downregulated	missing	missing	missing	0	1
SLC16A9	missing	missing	upregulated	missing	missing	1	0
SLC18A1	missing	upregulated	missing	missing	missing	1	0
SLC1A3	missing	missing	upregulated	missing	missing	1	0
SLC20A1-DT	missing	downregulated	missing	missing	missing	0	1
SLC22A17	missing	missing	downregulated	missing	missing	0	1
SLC25A1	missing	upregulated	missing	missing	missing	1	0
SLC25A11	missing	missing	downregulated	missing	missing	0	1
SLC25A14	missing	missing	downregulated	missing	missing	0	1
SLC25A18	missing	upregulated	missing	missing	missing	1	0
SLC25A26	missing	downregulated	missing	missing	missing	0	1
SLC25A3	missing	downregulated	missing	missing	missing	0	1
SLC25A30	missing	missing	upregulated	missing	missing	1	0
SLC25A3P3	downregulated	missing	missing	missing	missing	0	1
SLC25A40	missing	downregulated	missing	missing	missing	0	1
SLC25A46	missing	downregulated	missing	missing	missing	0	1
SLC25A48	missing	missing	missing	missing	upregulated	1	0
SLC25A48-AS1	missing	upregulated	missing	missing	missing	1	0
SLC27A4	missing	missing	downregulated	missing	missing	0	1
SLC2A2	upregulated	missing	missing	missing	missing	1	0
SLC30A3	missing	missing	downregulated	missing	missing	0	1
SLC30A7	missing	missing	upregulated	missing	missing	1	0
SLC30A9	missing	downregulated	missing	missing	missing	0	1
SLC32A1	missing	downregulated	missing	missing	downregulated	0	2
SLC35A2	missing	missing	downregulated	missing	missing	0	1
SLC38A2	missing	missing	upregulated	missing	missing	1	0
SLC38A2-AS1	missing	upregulated	missing	missing	missing	1	0
SLC39A11	missing	upregulated	missing	missing	missing	1	0
SLC39A12	missing	missing	upregulated	missing	missing	1	0
SLC41A1	missing	missing	upregulated	missing	missing	1	0
SLC43A3	missing	upregulated	missing	missing	missing	1	0
SLC44A5	missing	downregulated	missing	missing	missing	0	1
SLC46A2	missing	missing	missing	missing	downregulated	0	1
SLC47A2	upregulated	missing	missing	missing	missing	1	0
SLC4A11	missing	upregulated	missing	missing	upregulated	2	0
SLC4A2	missing	upregulated	missing	missing	missing	1	0
SLC4A9	upregulated	missing	missing	missing	missing	1	0
SLC5A11	missing	missing	missing	missing	upregulated	1	0
SLC6A11	missing	missing	upregulated	missing	missing	1	0
SLC6A12	missing	missing	missing	upregulated	upregulated	2	0
SLC6A12-AS1	missing	upregulated	missing	missing	missing	1	0
SLC6A17-AS1	missing	downregulated	missing	missing	missing	0	1
SLC6A9	missing	upregulated	missing	missing	upregulated	2	0
SLC7A2	missing	missing	upregulated	missing	missing	1	0
SLCO4A1	missing	missing	upregulated	missing	upregulated	2	0
SLCO4A1-AS1	missing	upregulated	missing	missing	missing	1	0
SLED1	upregulated	missing	missing	missing	missing	1	0
SMAD4	missing	missing	upregulated	missing	missing	1	0
SMARCAD1	missing	missing	upregulated	missing	missing	1	0
SMC1A	missing	upregulated	upregulated	upregulated	missing	3	0
SMC5	missing	missing	upregulated	missing	missing	1	0
SMG1	missing	missing	upregulated	missing	missing	1	0
SMG5	missing	upregulated	missing	missing	missing	1	0
SMIM10L1	missing	missing	downregulated	missing	missing	0	1
SMIM10L2A	missing	missing	downregulated	missing	missing	0	1
SMIM10L2B	missing	missing	downregulated	missing	missing	0	1
SMIM12	missing	missing	downregulated	missing	missing	0	1
SMIM3	missing	upregulated	missing	missing	missing	1	0
SMIM44	missing	upregulated	missing	missing	missing	1	0
SMLR1	missing	missing	missing	missing	upregulated	1	0
SMOC1	missing	missing	upregulated	missing	missing	1	0
SMOX	missing	upregulated	upregulated	missing	missing	2	0
SMTN	missing	upregulated	missing	missing	upregulated	2	0
SNAP23	missing	missing	upregulated	missing	missing	1	0
SNAPC5	missing	missing	downregulated	missing	missing	0	1
SNAPC5P1	missing	missing	missing	missing	downregulated	0	1
