chr	gene_id	gene_symbol	P-value	Zscore	Direction	regulation	heterogeneity_I_squared	heterogeneity_Chi_squared	heterogeneity_degrees_of_freedom_squared	heterogeneity_P-value
7	ENSG00000106459	NRF1	0.9713	0.036	-++	Not differentially expressed	0.0	1.876	2	0.3914
1	ENSG00000097046	CDC7	0.002968	-2.971	---	Not differentially expressed	0.0	1.548	2	0.4612
11	ENSG00000133794	ARNTL	0.2494	1.152	+++	Not differentially expressed	0.0	0.025	2	0.9875
20	ENSG00000101162	TUBB1	0.003948	2.882	+++	Not differentially expressed	0.0	0.062	2	0.9693
19	ENSG00000104833	TUBB4A	0.02364	-2.263	---	Not differentially expressed	0.0	1.277	2	0.528
2	ENSG00000233204	MAPRE1P3	0.6863	-0.404	-+-	Not differentially expressed	49.3	3.945	2	0.1391
2	ENSG00000138081	FBXO11	0.01175	-2.519	---	Not differentially expressed	0.0	0.632	2	0.7292
X	ENSG00000236042	Z74696.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000143954	REG3G	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000189266	PNRC2	0.7949	0.26	+-+	Not differentially expressed	47.4	3.802	2	0.1494
11	ENSG00000234106	SRP14P2	0.4717	-0.72	0-0	Not differentially expressed	0.0	1.451	2	0.484
9	ENSG00000228132	AL360221.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000138326	RPS24	0.6828	-0.409	--+	Not differentially expressed	13.5	2.312	2	0.3148
12	ENSG00000166159	LRTM2	0.0006487	-3.41	---	Not differentially expressed	35.8	3.115	2	0.2106
11	ENSG00000151117	TMEM86A	0.6665	0.431	++-	Not differentially expressed	0.0	0.419	2	0.8108
13	ENSG00000277358	AL138693.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000185155	MIXL1	0.06961	1.814	+++	Not differentially expressed	0.0	0.471	2	0.79
3	ENSG00000184345	IQCF2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
16	ENSG00000243609	RPS2P44	0.4098	0.824	+++	Not differentially expressed	0.0	0.693	2	0.707
7	ENSG00000276650	AC022202.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000137507	LRRC32	5.666e-05	4.026	+++	Not differentially expressed	0.0	0.84	2	0.657
4	ENSG00000109775	UFSP2	0.1186	-1.561	---	Not differentially expressed	21.9	2.56	2	0.2781
7	ENSG00000202334	RNA5SP238	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000115850	LCT	0.7931	-0.262	-++	Not differentially expressed	8.0	2.173	2	0.3374
18	ENSG00000071991	CDH19	0.06761	1.828	-++	Not differentially expressed	49.7	3.977	2	0.1369
4	ENSG00000244669	AC104689.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000133103	COG6	0.01246	-2.499	---	Not differentially expressed	0.0	0.626	2	0.7312
1	ENSG00000116574	RHOU	0.04339	2.02	-++	Not differentially expressed	58.2	4.789	2	0.09121
5	ENSG00000231579	RPL7P21	0.09103	1.69	-++	Not differentially expressed	0.0	1.348	2	0.5096
13	ENSG00000139832	RAB20	0.008724	2.623	+++	Not differentially expressed	31.0	2.9	2	0.2346
16	ENSG00000162104	ADCY9	0.08205	1.739	+-+	Not differentially expressed	75.9	8.294	2	0.01581
15	ENSG00000259633	UBE2Q2P8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000223518	CSNK1A1P1	0.7405	0.331	0+-	Not differentially expressed	0.0	0.947	2	0.6229
3	ENSG00000172765	TMCC1	0.0909	-1.691	+--	Not differentially expressed	66.1	5.895	2	0.05247
1	ENSG00000143633	C1orf131	0.355	-0.925	-+-	Not differentially expressed	39.2	3.292	2	0.1928
X	ENSG00000227536	SOCS5P4	0.2899	1.058	0+-	Not differentially expressed	65.1	5.73	2	0.057
7	ENSG00000242948	EPS15P1	0.3712	0.894	-++	Not differentially expressed	46.0	3.707	2	0.1567
19	ENSG00000105143	SLC1A6	0.02034	-2.32	---	Not differentially expressed	28.8	2.81	2	0.2454
4	ENSG00000159674	SPON2	2.315e-06	-4.724	---	Not differentially expressed	0.0	0.053	2	0.9739
12	ENSG00000257594	GALNT4	0.5176	0.647	-++	Not differentially expressed	33.5	3.009	2	0.2222
13	ENSG00000136143	SUCLA2	0.0003809	-3.553	---	Not differentially expressed	0.0	0.605	2	0.7391
16	ENSG00000248124	RRN3P1	0.05021	-1.958	-+-	Not differentially expressed	19.2	2.474	2	0.2902
4	ENSG00000163132	MSX1	0.007974	2.653	+++	Not differentially expressed	33.3	2.997	2	0.2235
17	ENSG00000174282	ZBTB4	0.7751	0.286	+--	Not differentially expressed	60.3	5.044	2	0.08032
17	ENSG00000274529	SEBOX	0.7953	0.259	0++	Not differentially expressed	0.0	0.164	2	0.9213
17	ENSG00000005882	PDK2	0.08258	-1.736	+--	Not differentially expressed	72.6	7.307	2	0.0259
6	ENSG00000216331	HIST1H1PS1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000278619	MRM1	0.7598	0.306	++-	Not differentially expressed	0.0	1.336	2	0.5128
21	ENSG00000275170	FRG2MP	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000125820	NKX2-2	1.542e-06	4.806	+++	Not differentially expressed	0.0	0.489	2	0.7831
2	ENSG00000084676	NCOA1	0.008057	2.65	+++	Not differentially expressed	0.0	0.891	2	0.6405
1	ENSG00000217644	AL355864.1	0.6984	-0.388	00-	Not differentially expressed	0.0	0.171	2	0.9179
17	ENSG00000262106	OR1D3P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000120963	ZNF706	0.8891	0.139	++-	Not differentially expressed	84.6	13.023	2	0.001486
7	ENSG00000078487	ZCWPW1	0.02094	2.309	+++	Not differentially expressed	0.0	0.242	2	0.886
19	ENSG00000160471	COX6B2	0.4643	0.732	+++	Not differentially expressed	0.0	0.223	2	0.8944
10	ENSG00000023839	ABCC2	0.528	0.631	++-	Not differentially expressed	0.0	0.738	2	0.6916
7	ENSG00000106244	PDAP1	0.8742	-0.158	+-+	Not differentially expressed	49.7	3.975	2	0.137
1	ENSG00000229010	AL161672.1	0.9755	0.031	++-	Not differentially expressed	0.0	1.619	2	0.445
8	ENSG00000183638	RP1L1	0.6604	0.439	-+-	Not differentially expressed	46.1	3.712	2	0.1563
20	ENSG00000101040	ZMYND8	7.624e-05	3.956	+++	Not differentially expressed	0.0	1.02	2	0.6006
12	ENSG00000089009	RPL6	0.2434	-1.166	---	Not differentially expressed	0.0	0.37	2	0.8312
1	ENSG00000230721	AL049597.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000144228	SPOPL	0.658	-0.443	--+	Not differentially expressed	37.9	3.219	2	0.2
17	ENSG00000261873	SMIM36	0.01953	2.335	+++	Not differentially expressed	0.0	0.442	2	0.8018
19	ENSG00000104983	CCDC61	0.6657	0.432	+++	Not differentially expressed	0.0	0.072	2	0.9645
5	ENSG00000183876	ARSI	0.1523	1.431	-++	Not differentially expressed	3.2	2.067	2	0.3558
17	ENSG00000213671	OLA1P2	0.1949	1.296	+++	Not differentially expressed	0.0	0.617	2	0.7345
1	ENSG00000214141	ACTN4P2	0.3988	-0.844	00-	Not differentially expressed	0.0	0.813	2	0.666
1	ENSG00000274642	AC244669.2	0.5965	0.529	++-	Not differentially expressed	12.8	2.294	2	0.3176
19	ENSG00000105643	ARRDC2	2.912e-09	5.937	+++	Upregulated in AD	82.2	11.215	2	0.00367
7	ENSG00000271696	AC023141.13	0.5131	-0.654	00-	Not differentially expressed	0.0	0.488	2	0.7834
4	ENSG00000248180	GAPDHP60	0.4274	0.794	-+-	Not differentially expressed	50.1	4.009	2	0.1348
1	ENSG00000185668	POU3F1	0.009146	-2.607	---	Not differentially expressed	0.0	0.973	2	0.6149
1	ENSG00000178585	CTNNBIP1	0.3272	-0.98	+--	Not differentially expressed	17.1	2.414	2	0.2991
7	ENSG00000158683	PKD1L1	0.3247	0.985	++-	Not differentially expressed	49.3	3.944	2	0.1392
2	ENSG00000169621	APLF	0.6818	-0.41	--+	Not differentially expressed	0.0	1.652	2	0.4378
12	ENSG00000004700	RECQL	0.298	-1.041	--+	Not differentially expressed	33.6	3.011	2	0.2219
8	ENSG00000271612	HSPE1P14	0.8755	-0.157	00-	Not differentially expressed	0.0	0.028	2	0.9861
8	ENSG00000168333	PPDPFL	0.4179	0.81	00+	Not differentially expressed	0.0	0.749	2	0.6876
8	ENSG00000174429	ABRA	0.4079	-0.828	--+	Not differentially expressed	0.0	1.001	2	0.6063
X	ENSG00000228728	PPIAP91	0.9069	0.117	++-	Not differentially expressed	72.5	7.265	2	0.02645
16	ENSG00000166589	CDH16	0.17	-1.372	00-	Not differentially expressed	6.9	2.149	2	0.3415
18	ENSG00000198081	ZBTB14	0.03497	2.109	-++	Not differentially expressed	64.8	5.678	2	0.05847
6	ENSG00000230711	CTAGE13P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000250959	GLUD1P3	0.2706	1.102	++-	Not differentially expressed	68.4	6.338	2	0.04205
5	ENSG00000271378	C8orf59P2	0.7536	0.314	0+0	Not differentially expressed	0.0	0.276	2	0.8711
6	ENSG00000204622	HLA-J	0.449	0.757	0++	Not differentially expressed	0.0	0.71	2	0.7011
2	ENSG00000079150	FKBP7	0.2932	1.051	-++	Not differentially expressed	31.5	2.921	2	0.2321
7	ENSG00000170265	ZNF282	0.7143	0.366	++-	Not differentially expressed	0.0	0.655	2	0.7207
2	ENSG00000251546	IGKV1D-39	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000204983	PRSS1	0.9582	-0.052	0+-	Not differentially expressed	0.0	0.132	2	0.936
19	ENSG00000243864	RPS3AP50	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
10	ENSG00000234109	RPL7P36	0.6097	0.511	0+0	Not differentially expressed	0.0	0.73	2	0.6941
18	ENSG00000130856	ZNF236	0.1598	-1.406	--+	Not differentially expressed	0.0	1.77	2	0.4127
7	ENSG00000001630	CYP51A1	0.07274	-1.794	---	Not differentially expressed	0.0	0.966	2	0.6168
8	ENSG00000164758	MED30	0.17	-1.372	-+-	Not differentially expressed	38.6	3.256	2	0.1964
22	ENSG00000275004	ZNF280B	0.2836	-1.072	+--	Not differentially expressed	74.8	7.932	2	0.01895
11	ENSG00000254957	AC111188.2	0.5505	0.597	00+	Not differentially expressed	0.0	0.407	2	0.816
12	ENSG00000258064	AC073612.1	0.9822	0.022	0+0	Not differentially expressed	0.0	0.001	2	0.9993
11	ENSG00000254582	PSMA2P1	0.5284	0.63	0++	Not differentially expressed	0.0	0.6	2	0.7408
6	ENSG00000237441	RGL2	3.678e-05	4.127	+++	Not differentially expressed	0.0	0.127	2	0.9385
2	ENSG00000227791	AC007365.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
8	ENSG00000169439	SDC2	0.1051	1.621	-++	Not differentially expressed	8.0	2.174	2	0.3373
11	ENSG00000166959	MS4A8	8.834e-05	-3.921	0--	Not differentially expressed	66.6	5.981	2	0.05027
10	ENSG00000148773	MKI67	0.6661	0.432	++-	Not differentially expressed	0.0	1.104	2	0.5759
11	ENSG00000166250	CLMP	0.2316	-1.196	---	Not differentially expressed	0.0	0.414	2	0.8129
6	ENSG00000009844	VTA1	0.001928	-3.101	---	Not differentially expressed	0.0	0.161	2	0.9229
19	ENSG00000130312	MRPL34	0.4274	0.794	+-+	Not differentially expressed	48.6	3.894	2	0.1427
X	ENSG00000233243	AC112492.5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
17	ENSG00000188013	MEIS3P2	0.07723	-1.767	---	Not differentially expressed	0.0	1.898	2	0.387
7	ENSG00000164651	SP8	0.592	-0.536	+--	Not differentially expressed	72.6	7.31	2	0.02586
16	ENSG00000133393	FOPNL	0.03586	-2.098	---	Not differentially expressed	0.0	0.698	2	0.7053
19	ENSG00000269307	AC010463.1	0.864	-0.171	00-	Not differentially expressed	0.0	0.033	2	0.9834
1	ENSG00000116819	TFAP2E	0.3646	-0.907	++-	Not differentially expressed	65.6	5.818	2	0.05452
3	ENSG00000163577	EIF5A2	0.01362	-2.467	---	Not differentially expressed	0.0	0.282	2	0.8686
15	ENSG00000188549	CCDC9B	6.85e-07	4.966	+++	Not differentially expressed	6.0	2.128	2	0.345
12	ENSG00000185664	PMEL	0.1195	1.557	-++	Not differentially expressed	0.0	1.418	2	0.492
16	ENSG00000140990	NDUFB10	0.08714	-1.711	---	Not differentially expressed	0.0	1.769	2	0.413
11	ENSG00000187151	ANGPTL5	0.6602	0.44	0++	Not differentially expressed	0.0	0.072	2	0.9647
3	ENSG00000282978	AC110994.2	0.3077	1.02	++0	Not differentially expressed	20.7	2.522	2	0.2833
6	ENSG00000124783	SSR1	0.2187	-1.23	++-	Not differentially expressed	26.0	2.701	2	0.2591
5	ENSG00000164211	STARD4	0.5325	-0.624	-+-	Not differentially expressed	0.0	0.934	2	0.6269
19	ENSG00000271661	BNIP3P36	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000178297	TMPRSS9	0.03585	-2.099	---	Not differentially expressed	0.0	0.663	2	0.7179
10	ENSG00000237882	PPIAP13	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000243649	CFB	0.7141	-0.366	-+-	Not differentially expressed	0.0	0.434	2	0.8048
14	ENSG00000270503	YTHDF2P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
19	ENSG00000268598	VN1R80P	0.125	1.534	0++	Not differentially expressed	0.0	0.879	2	0.6443
4	ENSG00000244021	AC093591.1	0.9925	0.009	0+-	Not differentially expressed	0.0	0.558	2	0.7565
3	ENSG00000163817	SLC6A20	0.2536	1.142	+++	Not differentially expressed	0.0	0.322	2	0.8514
9	ENSG00000231741	AL353743.3	0.1243	1.537	+++	Not differentially expressed	0.0	1.086	2	0.581
11	ENSG00000241782	AP002812.1	0.1709	1.369	0++	Not differentially expressed	0.0	0.723	2	0.6967
11	ENSG00000133884	DPF2	0.001108	3.261	+++	Not differentially expressed	0.0	0.66	2	0.7188
6	ENSG00000217334	AL355615.1	0.951	-0.061	00-	Not differentially expressed	0.0	0.004	2	0.9978
9	ENSG00000228914	OR1H1P	0.05877	-1.89	0--	Not differentially expressed	0.0	1.322	2	0.5164
10	ENSG00000230507	RPL7AP8	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000058453	CROCC	0.06979	1.813	+++	Not differentially expressed	0.0	0.069	2	0.966
19	ENSG00000235974	VN2R19P	0.4488	0.757	0++	Not differentially expressed	0.0	0.975	2	0.6143
5	ENSG00000227836	AC008850.1	0.8395	0.203	00+	Not differentially expressed	0.0	0.047	2	0.9769
22	ENSG00000215193	PEX26	0.285	-1.069	+--	Not differentially expressed	0.0	0.864	2	0.6493
2	ENSG00000157833	GAREM2	1.421e-07	5.262	+++	Upregulated in AD	79.7	9.863	2	0.007215
16	ENSG00000174628	IQCK	0.002926	2.975	+++	Not differentially expressed	0.0	0.691	2	0.7079
1	ENSG00000246203	AL353807.3	0.7498	0.319	++-	Not differentially expressed	0.0	0.611	2	0.7366
2	ENSG00000158125	XDH	0.9078	-0.116	-+-	Not differentially expressed	47.2	3.789	2	0.1504
11	ENSG00000173039	RELA	4.074e-06	4.608	+++	Not differentially expressed	0.0	0.362	2	0.8344
1	ENSG00000215833	QRSL1P1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000070961	ATP2B1	3.581e-06	-4.634	---	Not differentially expressed	0.0	0.672	2	0.7147
X	ENSG00000278646	AC008162.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
5	ENSG00000234259	AC008550.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000220600	AL121834.1	0.6415	0.466	0++	Not differentially expressed	0.0	0.424	2	0.8088
2	ENSG00000146205	ANO7	0.2332	1.192	++-	Not differentially expressed	17.6	2.426	2	0.2973
5	ENSG00000131732	ZCCHC9	0.2315	-1.197	---	Not differentially expressed	0.0	1.658	2	0.4365
16	ENSG00000260865	AC010287.1	0.5056	0.666	0+0	Not differentially expressed	0.0	1.242	2	0.5374
X	ENSG00000102144	PGK1	0.005798	-2.759	---	Not differentially expressed	0.0	0.212	2	0.8995
6	ENSG00000219681	AL590084.2	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000115446	UNC50	0.07268	-1.795	---	Not differentially expressed	7.0	2.15	2	0.3414
16	ENSG00000007541	PIGQ	0.09486	1.67	++-	Not differentially expressed	38.5	3.25	2	0.1969
4	ENSG00000123739	PLA2G12A	0.793	0.262	+-+	Not differentially expressed	51.8	4.151	2	0.1255
20	ENSG00000020256	ZFP64	0.745	0.325	+--	Not differentially expressed	58.1	4.773	2	0.09197
19	ENSG00000268866	AC020915.4	0.08905	-1.7	00-	Not differentially expressed	39.4	3.3	2	0.192
X	ENSG00000260081	AF274858.1	0.3523	-0.93	---	Not differentially expressed	0.0	0.25	2	0.8825
1	ENSG00000236779	AL512306.1	0.9116	0.111	0+-	Not differentially expressed	0.0	0.887	2	0.6418
2	ENSG00000176771	NCKAP5	0.007507	2.673	+++	Not differentially expressed	0.0	0.193	2	0.908
3	ENSG00000187492	CDHR4	0.2371	1.182	-++	Not differentially expressed	0.0	0.738	2	0.6915
13	ENSG00000253710	ALG11	0.9294	0.089	-+-	Not differentially expressed	42.2	3.458	2	0.1774
18	ENSG00000141627	DYM	0.00841	-2.635	---	Not differentially expressed	0.0	0.512	2	0.7742
21	ENSG00000156261	CCT8	0.002552	-3.017	---	Not differentially expressed	0.0	0.544	2	0.7617
6	ENSG00000120254	MTHFD1L	0.2233	-1.218	+--	Not differentially expressed	35.5	3.1	2	0.2123
10	ENSG00000233261	FAM238A	0.732	0.343	0+-	Not differentially expressed	0.0	0.722	2	0.6968
1	ENSG00000226693	NXNP1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
2	ENSG00000233083	FTH1P6	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
7	ENSG00000235581	AC005011.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
15	ENSG00000271616	AC055876.5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000228171	AC121251.1	0.2772	1.087	++-	Not differentially expressed	24.9	2.663	2	0.264
3	ENSG00000144647	POMGNT2	0.04661	-1.99	---	Not differentially expressed	0.0	1.104	2	0.5757
19	ENSG00000198093	ZNF649	0.6489	0.455	-++	Not differentially expressed	0.0	0.804	2	0.6691
1	ENSG00000173846	PLK3	0.01651	2.398	+++	Not differentially expressed	0.0	0.311	2	0.8561
12	ENSG00000257820	MRPS6P4	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
1	ENSG00000214114	MYCBP	0.1286	1.52	++-	Not differentially expressed	52.1	4.174	2	0.1241
9	ENSG00000160447	PKN3	2.988e-05	4.174	+++	Not differentially expressed	0.0	0.041	2	0.9795
11	ENSG00000172663	TMEM134	0.2675	1.109	+++	Not differentially expressed	0.0	1.648	2	0.4388
13	ENSG00000134897	BIVM	0.2402	-1.174	-+-	Not differentially expressed	55.9	4.54	2	0.1033
2	ENSG00000236878	MTATP6P26	0.503	0.67	00+	Not differentially expressed	0.0	0.512	2	0.7741
14	ENSG00000272253	RNA5SP386	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
13	ENSG00000134899	ERCC5	0.1237	1.539	+++	Not differentially expressed	0.0	0.252	2	0.8817
8	ENSG00000168546	GFRA2	4.86e-06	-4.571	---	Not differentially expressed	0.0	0.666	2	0.7167
6	ENSG00000231130	HLA-T	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
X	ENSG00000056277	ZNF280C	0.09505	-1.669	+--	Not differentially expressed	28.5	2.797	2	0.2469
8	ENSG00000036565	SLC18A1	0.4082	-0.827	-+-	Not differentially expressed	1.3	2.026	2	0.3632
7	ENSG00000235090	RPL7L1P3	0.4828	0.702	0++	Not differentially expressed	0.0	0.509	2	0.7752
15	ENSG00000259743	AC068714.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
12	ENSG00000166860	ZBTB39	0.1295	1.516	+++	Not differentially expressed	0.0	0.491	2	0.7824
19	ENSG00000167604	NFKBID	0.3368	0.961	+++	Not differentially expressed	0.0	0.497	2	0.7799
19	ENSG00000269388	AC018755.3	0.7734	-0.288	0+-	Not differentially expressed	0.0	0.163	2	0.9219
20	ENSG00000154930	ACSS1	0.004112	2.869	+++	Not differentially expressed	0.0	0.098	2	0.9523
15	ENSG00000260729	AC009690.1	0.9693	-0.038	++-	Not differentially expressed	75.0	8.01	2	0.01823
7	ENSG00000233025	CRYZP1	0.9272	-0.091	-+-	Not differentially expressed	0.0	1.227	2	0.5413
17	ENSG00000176974	SHMT1	5.771e-05	4.022	+++	Not differentially expressed	0.0	0.664	2	0.7175
2	ENSG00000173166	RAPH1	0.01807	-2.364	---	Not differentially expressed	0.0	0.353	2	0.8382
16	ENSG00000085644	ZNF213	0.5629	0.579	+++	Not differentially expressed	0.0	0.241	2	0.8863
3	ENSG00000178057	NDUFAF3	0.2754	-1.091	+--	Not differentially expressed	0.0	0.995	2	0.608
4	ENSG00000109132	PHOX2B	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000204344	STK19	0.8318	-0.212	+--	Not differentially expressed	21.7	2.555	2	0.2788
2	ENSG00000143429	LSP1P4	0.9337	-0.083	++-	Not differentially expressed	0.0	0.962	2	0.6181
8	ENSG00000181195	PENK	0.0003963	-3.543	---	Not differentially expressed	0.0	0.041	2	0.9799
10	ENSG00000225922	RPL21P92	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000254522	AP001767.1	0.7305	0.344	0+0	Not differentially expressed	0.0	0.332	2	0.8469
1	ENSG00000241014	AC114490.1	0.7745	-0.287	++-	Not differentially expressed	9.2	2.202	2	0.3325
2	ENSG00000225900	HSPE1P13	0.5606	0.582	-+-	Not differentially expressed	0.0	1.32	2	0.5168
4	ENSG00000145247	OCIAD2	0.001847	-3.114	---	Not differentially expressed	12.3	2.281	2	0.3197
6	ENSG00000146276	GABRR1	0.766	-0.298	0+-	Not differentially expressed	0.0	0.45	2	0.7985
3	ENSG00000240959	ST13P14	0.4707	0.721	++0	Not differentially expressed	0.0	0.718	2	0.6983
4	ENSG00000109586	GALNT7	0.7311	0.344	-++	Not differentially expressed	63.4	5.463	2	0.06511
13	ENSG00000136110	CNMD	0.005821	2.758	+++	Not differentially expressed	0.0	1.889	2	0.3889
22	ENSG00000222585	RNA5SP494	0.1533	1.428	0+-	Not differentially expressed	66.0	5.891	2	0.05259
1	ENSG00000184292	TACSTD2	0.6076	-0.513	0+-	Not differentially expressed	0.0	0.325	2	0.85
6	ENSG00000146453	PNLDC1	0.01149	-2.527	---	Not differentially expressed	0.0	1.522	2	0.4671
8	ENSG00000168619	ADAM18	0.9393	0.076	00+	Not differentially expressed	0.0	0.007	2	0.9967
2	ENSG00000169679	BUB1	0.4222	-0.803	---	Not differentially expressed	0.0	0.234	2	0.8894
7	ENSG00000271321	CTAGE6	0.6391	0.469	+++	Not differentially expressed	0.0	0.342	2	0.8426
19	ENSG00000267157	AC011499.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000271034	AC139700.1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
11	ENSG00000133812	SBF2	0.6532	0.449	++-	Not differentially expressed	39.0	3.281	2	0.1939
13	ENSG00000132965	ALOX5AP	0.06104	1.873	+++	Not differentially expressed	0.0	0.005	2	0.9975
15	ENSG00000140391	TSPAN3	0.3259	-0.982	--+	Not differentially expressed	9.2	2.203	2	0.3323
22	ENSG00000099942	CRKL	0.4856	0.697	+-+	Not differentially expressed	51.0	4.085	2	0.1297
19	ENSG00000260112	AC008567.1	0.1969	1.291	+++	Not differentially expressed	0.0	1.149	2	0.5631
3	ENSG00000185614	INKA1	0.4223	-0.803	--+	Not differentially expressed	0.0	0.806	2	0.6684
10	ENSG00000148377	IDI2	0.04095	2.044	+++	Not differentially expressed	8.3	2.18	2	0.3362
3	ENSG00000172020	GAP43	1.824e-05	-4.285	---	Not differentially expressed	0.0	1.124	2	0.5701
17	ENSG00000264148	AC138207.3	0.292	1.054	0++	Not differentially expressed	0.0	0.716	2	0.699
7	ENSG00000170667	RASA4B	0.005275	2.79	+++	Not differentially expressed	1.9	2.039	2	0.3608
19	ENSG00000131941	RHPN2	0.2037	1.271	+++	Not differentially expressed	0.0	1.107	2	0.5748
19	ENSG00000167815	PRDX2	0.01229	-2.504	---	Not differentially expressed	8.7	2.19	2	0.3345
10	ENSG00000148459	PDSS1	0.7169	-0.363	-+-	Not differentially expressed	0.0	0.192	2	0.9086
1	ENSG00000196418	ZNF124	0.7224	-0.355	-+-	Not differentially expressed	0.0	0.136	2	0.9343
X	ENSG00000171433	GLOD5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000146263	MMS22L	0.04295	2.024	+++	Not differentially expressed	53.3	4.279	2	0.1177
12	ENSG00000277705	AC007450.3	0.7074	0.375	0+0	Not differentially expressed	0.0	0.395	2	0.8208
20	ENSG00000100983	GSS	7.476e-05	-3.961	---	Not differentially expressed	0.0	0.662	2	0.7183
11	ENSG00000110660	SLC35F2	0.07501	-1.78	---	Not differentially expressed	5.5	2.115	2	0.3473
11	ENSG00000255218	OR5BC1P	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
20	ENSG00000125975	C20orf173	0.5659	0.574	0+-	Not differentially expressed	0.0	0.939	2	0.6252
1	ENSG00000162396	PARS2	0.9936	0.008	+--	Not differentially expressed	0.0	0.474	2	0.7892
X	ENSG00000227234	SPANXB1	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
6	ENSG00000111834	RSPH4A	0.6582	-0.442	-+-	Not differentially expressed	32.2	2.949	2	0.2289
1	ENSG00000133069	TMCC2	6.494e-07	4.976	+++	Not differentially expressed	79.4	9.701	2	0.007824
1	ENSG00000143641	GALNT2	0.9934	0.008	+--	Not differentially expressed	0.0	0.515	2	0.7729
5	ENSG00000249921	AC034207.1	0.5061	0.665	-+0	Not differentially expressed	0.0	1.427	2	0.4898
1	ENSG00000117602	RCAN3	0.3717	0.893	+++	Not differentially expressed	0.0	0.212	2	0.8996
19	ENSG00000105723	GSK3A	0.1283	-1.521	+--	Not differentially expressed	54.1	4.355	2	0.1133
7	ENSG00000165171	METTL27	0.1791	-1.343	0--	Not differentially expressed	0.0	0.668	2	0.7161
19	ENSG00000083812	ZNF324	0.4197	-0.807	+--	Not differentially expressed	0.0	1.601	2	0.4491
7	ENSG00000241127	YAE1	0.2444	-1.164	---	Not differentially expressed	0.0	0.675	2	0.7136
4	ENSG00000213522	RAC1P5	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
3	ENSG00000178252	WDR6	0.01448	2.445	+++	Not differentially expressed	0.0	0.651	2	0.722
19	ENSG00000007264	MATK	0.256	-1.136	---	Not differentially expressed	0.0	1.166	2	0.5581
18	ENSG00000267773	AP001120.3	1.0	0.0	000	Not differentially expressed	0.0	0.0	2	1.0
18	ENSG00000141433	ADCYAP1	2.916e-09	-5.936	---	Downregulated in AD	16.4	2.392	2	0.3024
3	ENSG00000164086	DUSP7	0.4531	0.75	++-	Not differentially expressed	0.0	1.844	2	0.3977
