MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction	P-value_bh_adjusted	gene_symbol	ensembl_id	chromosome	start_position	regulation
SPATS2L|ENSG00000196141	ad	control	687.0	-1.276	0.2021	++++---++-----	0.3979376348303589	SPATS2L	ENSG00000196141	2	200305881	Not differentially expressed
MAP3K13|ENSG00000073803	ad	control	687.0	2.242	0.02498	+++++----+++++	0.11509830197338229	MAP3K13	ENSG00000073803	3	185282941	Not differentially expressed
SS18L1|ENSG00000184402	ad	control	687.0	2.322	0.02023	+++++----+++++	0.10170716074111168	SS18L1	ENSG00000184402	20	62143769	Not differentially expressed
NELL2|ENSG00000184613	ad	control	687.0	2.053	0.04003	+++++----++-++	0.1487971862273232	NELL2	ENSG00000184613	12	44508275	Not differentially expressed
SIVA1|ENSG00000184990	ad	control	687.0	-1.523	0.1277	-+------------	0.3026694995278565	SIVA1	ENSG00000184990	14	104753147	Not differentially expressed
DDX5|ENSG00000108654	ad	control	687.0	0.839	0.4015	++-++----++++-	0.6000387019946414	DDX5	ENSG00000108654	17	64498254	Not differentially expressed
TERF1|ENSG00000147601	ad	control	687.0	1.839	0.06588	--+-++-+++++++	0.2029564897207732	TERF1	ENSG00000147601	8	73008856	Not differentially expressed
ISCU|ENSG00000136003	ad	control	687.0	2.128	0.03336	+++++----+++++	0.13482285714285713	ISCU	ENSG00000136003	12	108562582	Not differentially expressed
ORAI2|ENSG00000160991	ad	control	687.0	-1.749	0.08027	-----++------+	0.2293714285714286	ORAI2	ENSG00000160991	7	102433106	Not differentially expressed
OBI1|ENSG00000152193	ad	control	687.0	2.532	0.01133	+++++---++++++	0.07291871794871795	OBI1	ENSG00000152193	13	78614289	Not differentially expressed
PRPSAP2|ENSG00000141127	ad	control	687.0	0.722	0.4702	-+++++---+++++	0.6554856984171064	PRPSAP2	ENSG00000141127	17	18840085	Not differentially expressed
ETV1|ENSG00000006468	ad	control	687.0	2.47	0.01351	++++-+---+++++	0.08021312832643407	ETV1	ENSG00000006468	7	13891229	Not differentially expressed
SNX13|ENSG00000071189	ad	control	687.0	1.279	0.201	--++++-++++++-	0.3966273584905661	SNX13	ENSG00000071189	7	17790761	Not differentially expressed
ACO2|ENSG00000100412	ad	control	687.0	2.48	0.01314	+++++----+-+++	0.07890287081339714	ACO2	ENSG00000100412	22	41447830	Not differentially expressed
CDC26|ENSG00000176386	ad	control	687.0	-1.381	0.1674	-----++++--++-	0.3564572640509014	CDC26	ENSG00000176386	9	113255835	Not differentially expressed
ACVR2A|ENSG00000121989	ad	control	687.0	-0.587	0.5569	++++-----+--++	0.7260454486430333	ACVR2A	ENSG00000121989	2	147844517	Not differentially expressed
APOL4|ENSG00000100336	ad	control	687.0	-1.648	0.09932	++++------+---	0.26090340136054424	APOL4	ENSG00000100336	22	36189124	Not differentially expressed
PI4KA|ENSG00000241973	ad	control	687.0	1.691	0.09091	+++++----++-++	0.24694000540979172	PI4KA	ENSG00000241973	22	20707691	Not differentially expressed
RETREG1|ENSG00000154153	ad	control	687.0	2.22	0.0264	+++++---++++++	0.11868313199105146	RETREG1	ENSG00000154153	5	16473038	Not differentially expressed
CALR|ENSG00000179218	ad	control	687.0	-1.504	0.1326	++-++------+++	0.30860083449235043	CALR	ENSG00000179218	19	12938578	Not differentially expressed
FYB1|ENSG00000082074	ad	control	687.0	-1.899	0.05756	+--+-------+--	0.18642012903225808	FYB1	ENSG00000082074	5	39105252	Not differentially expressed
RBBP4|ENSG00000162521	ad	control	687.0	-0.005	0.9956	++++-----++++-	0.9981849410824846	RBBP4	ENSG00000162521	1	32651142	Not differentially expressed
PSMB6|ENSG00000142507	ad	control	687.0	1.084	0.2782	+++++----+---+	0.48165683738575615	PSMB6	ENSG00000142507	17	4796144	Not differentially expressed
GRINA|ENSG00000178719	ad	control	687.0	-0.273	0.7852	+++++----+---+	0.8812215515314107	GRINA	ENSG00000178719	8	143990056	Not differentially expressed
NINJ1|ENSG00000131669	ad	control	687.0	-3.742	0.0001827	------+-------	0.008947843902439025	NINJ1	ENSG00000131669	9	93121496	Downregulated in AD
MSI2|ENSG00000153944	ad	control	687.0	-1.414	0.1575	-----++++-----	0.34264355362946913	MSI2	ENSG00000153944	17	57255851	Not differentially expressed
R3HDM1|ENSG00000048991	ad	control	687.0	1.945	0.05179	++++++---+--++	0.1747990607178799	R3HDM1	ENSG00000048991	2	135531455	Not differentially expressed
KATNA1|ENSG00000186625	ad	control	687.0	-1.875	0.06073	-----++++--+--	0.19331934051997465	KATNA1	ENSG00000186625	6	149594873	Not differentially expressed
PLAAT1|ENSG00000127252	ad	control	687.0	2.133	0.03293	++++++---++-++	0.13373133845531743	PLAAT1	ENSG00000127252	3	193241128	Not differentially expressed
ANO8|ENSG00000074855	ad	control	687.0	-3.18	0.001474	-------------+	0.024914074074074075	ANO8	ENSG00000074855	19	17323223	Not differentially expressed
STPG1|ENSG00000001460	ad	control	687.0	0.318	0.7503	++++-++++-++++	0.8596384799726121	STPG1	ENSG00000001460	1	24356999	Not differentially expressed
TMEM106A|ENSG00000184988	ad	control	687.0	-2.021	0.04324	------+-+--+--	0.15649949531362653	TMEM106A	ENSG00000184988	17	43211835	Not differentially expressed
KIF1A|ENSG00000130294	ad	control	687.0	1.627	0.1038	-++-+++++----+	0.2675614890885751	KIF1A	ENSG00000130294	2	240713761	Not differentially expressed
FAM204A|ENSG00000165669	ad	control	687.0	3.008	0.002634	+++++--+++++++	0.03394783055198973	FAM204A	ENSG00000165669	10	118297925	Not differentially expressed
LGI3|ENSG00000168481	ad	control	687.0	2.635	0.008412	+++++++++-++-+	0.061647065693430654	LGI3	ENSG00000168481	8	22146830	Not differentially expressed
TNFSF10|ENSG00000121858	ad	control	687.0	-0.448	0.654	-+------+-+++-	0.7951573088092934	TNFSF10	ENSG00000121858	3	172505508	Not differentially expressed
EIF1AD|ENSG00000175376	ad	control	687.0	-1.441	0.1495	-+++----++----	0.3319283502874834	EIF1AD	ENSG00000175376	11	65996545	Not differentially expressed
COL11A1|ENSG00000060718	ad	control	687.0	-0.497	0.6194	+++-+++-----+-	0.7724515648286141	COL11A1	ENSG00000060718	1	102876467	Not differentially expressed
OLIG1|ENSG00000184221	ad	control	687.0	0.032	0.9749	----+++++--+--	0.9876887991927346	OLIG1	ENSG00000184221	21	33070141	Not differentially expressed
KMT5B|ENSG00000110066	ad	control	687.0	-0.284	0.7762	------+++++++-	0.875721766490617	KMT5B	ENSG00000110066	11	68154863	Not differentially expressed
TRIM23|ENSG00000113595	ad	control	687.0	2.359	0.01831	+++++---++++++	0.09584588112617311	TRIM23	ENSG00000113595	5	65589690	Not differentially expressed
ABLIM3|ENSG00000173210	ad	control	687.0	0.733	0.4634	----+++++-++++	0.6499770885722269	ABLIM3	ENSG00000173210	5	149141483	Not differentially expressed
ZFYVE19|ENSG00000166140	ad	control	687.0	-0.743	0.4577	-----++++--+--	0.6455897724079798	ZFYVE19	ENSG00000166140	15	40807086	Not differentially expressed
CBFA2T2|ENSG00000078699	ad	control	687.0	-0.179	0.8577	----++++++-+-+	0.9252506715375524	CBFA2T2	ENSG00000078699	20	33490075	Not differentially expressed
BHMT2|ENSG00000132840	ad	control	687.0	-2.424	0.01534	-----+-++-+-+-	0.08647591240875911	BHMT2	ENSG00000132840	5	79069767	Not differentially expressed
KCNV1|ENSG00000164794	ad	control	687.0	2.276	0.02287	+++++----++-++	0.10934038095238095	KCNV1	ENSG00000164794	8	109963636	Not differentially expressed
DNAJA1|ENSG00000086061	ad	control	687.0	-1.483	0.1382	--+--+-+++----	0.31649817518248174	DNAJA1	ENSG00000086061	9	33025273	Not differentially expressed
NSUN4|ENSG00000117481	ad	control	687.0	-2.96	0.003076	------------+-	0.03620520515826495	NSUN4	ENSG00000117481	1	46340789	Not differentially expressed
ZNF782|ENSG00000196597	ad	control	687.0	-0.065	0.9485	----+-++-+++++	0.9756401596561253	ZNF782	ENSG00000196597	9	96816269	Not differentially expressed
SPOCK3|ENSG00000196104	ad	control	687.0	1.231	0.2183	++++++++++++--	0.4173137852246763	SPOCK3	ENSG00000196104	4	166733384	Not differentially expressed
C2orf72|ENSG00000204128	ad	control	687.0	-1.34	0.1802	------+--+--++	0.37264840370751806	C2orf72	ENSG00000204128	2	231037523	Not differentially expressed
TSPO|ENSG00000100300	ad	control	687.0	-2.259	0.0239	--------+--+--	0.1124743097800655	TSPO	ENSG00000100300	22	43151547	Not differentially expressed
CCDC88A|ENSG00000115355	ad	control	687.0	2.437	0.0148	-+++++++++++--	0.08466780626780628	CCDC88A	ENSG00000115355	2	55287842	Not differentially expressed
SFXN5|ENSG00000144040	ad	control	687.0	-1.113	0.2658	---------+---+	0.46809893001227854	SFXN5	ENSG00000144040	2	72942036	Not differentially expressed
LY6E-DT|ENSG00000247317	ad	control	687.0	-0.902	0.3673	--+++----+---+	0.5697036922601576	LY6E-DT	ENSG00000247317	8	142981738	Not differentially expressed
IFI27|ENSG00000275214	ad	control	687.0	-0.911	0.3624	----+--++-+++-	0.5652471648283361	IFI27	ENSG00000275214	HSCHR14_7_CTG1	1219398	Not differentially expressed
B4GALNT1|ENSG00000135454	ad	control	687.0	0.3	0.7638	+++++----++--+	0.8675814006109289	B4GALNT1	ENSG00000135454	12	57623409	Not differentially expressed
FTL|ENSG00000087086	ad	control	687.0	-2.695	0.007045	-----------+--	0.05560676100628931	FTL	ENSG00000087086	19	48965309	Not differentially expressed
CSNK1G1|ENSG00000169118	ad	control	687.0	-2.279	0.02264	-----+---+--++	0.10896720997123681	CSNK1G1	ENSG00000169118	15	64165525	Not differentially expressed
MAPK1|ENSG00000100030	ad	control	687.0	0.669	0.5032	++++-----+--++	0.682904568802379	MAPK1	ENSG00000100030	22	21759657	Not differentially expressed
SLC9A8|ENSG00000197818	ad	control	687.0	0.323	0.7468	++++----+----+	0.8568017369443491	SLC9A8	ENSG00000197818	20	49812713	Not differentially expressed
TCF25|ENSG00000141002	ad	control	687.0	0.353	0.7244	--+++----++--+	0.8433413729128015	TCF25	ENSG00000141002	16	89873570	Not differentially expressed
DHRS1|ENSG00000157379	ad	control	687.0	-0.48	0.6309	+----------+-+	0.779310531496063	DHRS1	ENSG00000157379	14	24290598	Not differentially expressed
ARHGAP42|ENSG00000165895	ad	control	687.0	-2.696	0.007011	-----++++-----	0.055389834775767116	ARHGAP42	ENSG00000165895	11	100687288	Not differentially expressed
APLF|ENSG00000169621	ad	control	687.0	1.496	0.1347	----+++++++++-	0.3113948883260419	APLF	ENSG00000169621	2	68467572	Not differentially expressed
TLDC2|ENSG00000101342	ad	control	687.0	-2.789	0.005281	-----+----++--	0.048201127272727275	TLDC2	ENSG00000101342	20	36876121	Not differentially expressed
TYROBP|ENSG00000011600	ad	control	687.0	-3.196	0.001395	+----+-----+--	0.024175490533562823	TYROBP	ENSG00000011600	19	35904401	Not differentially expressed
NPAS1|ENSG00000130751	ad	control	687.0	0.526	0.599	----++---+---+	0.7572349534122387	NPAS1	ENSG00000130751	19	47019837	Not differentially expressed
MCL1|ENSG00000143384	ad	control	687.0	-2.374	0.01759	-------+++--+-	0.09373864118895966	MCL1	ENSG00000143384	1	150560895	Not differentially expressed
ARL16|ENSG00000214087	ad	control	687.0	0.492	0.623	+++++----+---+	0.7743154246100521	ARL16	ENSG00000214087	17	81681187	Not differentially expressed
ZC3H12D|ENSG00000178199	ad	control	687.0	-1.096	0.2729	---+-+---+++--	0.4761758776503302	ZC3H12D	ENSG00000178199	6	149446795	Not differentially expressed
RAB3IL1|ENSG00000167994	ad	control	687.0	-3.709	0.0002077	-----++++-----	0.009609714285714286	RAB3IL1	ENSG00000167994	11	61897301	Downregulated in AD
PKIB|ENSG00000135549	ad	control	687.0	1.8	0.07182	-+++++----++++	0.2142224598930481	PKIB	ENSG00000135549	6	122471917	Not differentially expressed
HSBP1|ENSG00000230989	ad	control	687.0	1.301	0.1934	++++-+-++++++-	0.38943762535098275	HSBP1	ENSG00000230989	16	83719311	Not differentially expressed
KLHL28|ENSG00000179454	ad	control	687.0	0.679	0.4974	++++-+---+++++	0.6785184782608695	KLHL28	ENSG00000179454	14	44924324	Not differentially expressed
POMZP3|ENSG00000276464	ad	control	687.0	-0.765	0.4443	-----++++----+	0.6348046107869645	POMZP3	ENSG00000276464	HSCHR7_2_CTG4_4	96821	Not differentially expressed
CROCC|ENSG00000058453	ad	control	687.0	-3.287	0.001012	-----++++-----	0.020776653061224486	CROCC	ENSG00000058453	1	16740273	Not differentially expressed
SLC46A1|ENSG00000076351	ad	control	687.0	-3.002	0.002685	---+--+-------	0.034166539923954374	SLC46A1	ENSG00000076351	17	28394642	Not differentially expressed
GK5|ENSG00000175066	ad	control	687.0	2.085	0.03706	++++++-+-++++-	0.14207040855288278	GK5	ENSG00000175066	3	142157527	Not differentially expressed
HRH3|ENSG00000101180	ad	control	687.0	-2.305	0.02115	------++-+---+	0.10480611439842209	HRH3	ENSG00000101180	20	62214960	Not differentially expressed
SLC35F3|ENSG00000183780	ad	control	687.0	1.2	0.2301	+++++++--++-++	0.4298053953488372	SLC35F3	ENSG00000183780	1	233904676	Not differentially expressed
CANT1|ENSG00000171302	ad	control	687.0	-3.342	0.0008311	---+-------+--	0.019057786848072564	CANT1	ENSG00000171302	17	78991716	Not differentially expressed
HLA-DMB|ENSG00000241674	ad	control	687.0	-2.123	0.03379	+-----+----+--	0.13575494197679072	HLA-DMB	ENSG00000241674	HSCHR6_MHC_QBL_CTG1	4128937	Not differentially expressed
STMN4|ENSG00000015592	ad	control	687.0	2.197	0.028	+++++----+++++	0.1223324630113142	STMN4	ENSG00000015592	8	27235308	Not differentially expressed
CD276|ENSG00000103855	ad	control	687.0	-4.382	1.175e-05	--------------	0.002083740350877193	CD276	ENSG00000103855	15	73683966	Downregulated in AD
KAT5|ENSG00000172977	ad	control	687.0	0.388	0.6977	-----++++--+--	0.8257583402098314	KAT5	ENSG00000172977	11	65711996	Not differentially expressed
ELOVL6|ENSG00000170522	ad	control	687.0	1.281	0.2003	+++++----+++++	0.39633661805281833	ELOVL6	ENSG00000170522	4	110045846	Not differentially expressed
SEZ6|ENSG00000063015	ad	control	687.0	1.13	0.2585	+++++----++--+	0.45969263456090653	SEZ6	ENSG00000063015	17	28954901	Not differentially expressed
DCLK3|ENSG00000163673	ad	control	687.0	-0.058	0.9535	+--++-+--+--++	0.9776491013071895	DCLK3	ENSG00000163673	3	36712421	Not differentially expressed
KIF19|ENSG00000196169	ad	control	687.0	-0.974	0.3299	----+--++-++--	0.5342251612903226	KIF19	ENSG00000196169	17	74326210	Not differentially expressed
SYT5|ENSG00000129990	ad	control	687.0	1.963	0.04959	+++++----++-++	0.17044970900376583	SYT5	ENSG00000129990	19	55171196	Not differentially expressed
AIF1L|ENSG00000126878	ad	control	687.0	0.086	0.9311	----+-+++--+--	0.9652291171915334	AIF1L	ENSG00000126878	9	131096476	Not differentially expressed
USP15|ENSG00000135655	ad	control	687.0	1.323	0.1859	++++++---++++-	0.3795111834078894	USP15	ENSG00000135655	12	62260338	Not differentially expressed
EEA1|ENSG00000102189	ad	control	687.0	1.262	0.2068	+++++--++-+++-	0.4035514091350826	EEA1	ENSG00000102189	12	92770637	Not differentially expressed
CXCL16|ENSG00000161921	ad	control	687.0	-4.287	1.807e-05	-----------+--	0.0024516594594594598	CXCL16	ENSG00000161921	17	4733533	Downregulated in AD
MEA1|ENSG00000124733	ad	control	687.0	0.481	0.6306	+++++------+-+	0.779310531496063	MEA1	ENSG00000124733	6	43011143	Not differentially expressed
ESYT1|ENSG00000139641	ad	control	687.0	-1.184	0.2366	+++++------+--	0.43634533431300515	ESYT1	ENSG00000139641	12	56118250	Not differentially expressed
GTF2H5|ENSG00000272047	ad	control	687.0	4.12	3.784e-05	+++++--+++++++	0.003517718518518518	GTF2H5	ENSG00000272047	6	158168350	Upregulated in AD
TUBB6|ENSG00000176014	ad	control	687.0	-3.581	0.0003417	-----------+--	0.011774802721088435	TUBB6	ENSG00000176014	18	12307669	Not differentially expressed
H3-3B|ENSG00000132475	ad	control	687.0	0.965	0.3347	++-++--++-++++	0.5381671469740634	H3-3B	ENSG00000132475	17	75776434	Not differentially expressed
FAM76A|ENSG00000009780	ad	control	687.0	1.012	0.3114	+++++-----++++	0.5163381211821034	FAM76A	ENSG00000009780	1	27725961	Not differentially expressed
EARS2|ENSG00000103356	ad	control	687.0	-1.243	0.2138	+++------+---+	0.4112956505077601	EARS2	ENSG00000103356	16	23520754	Not differentially expressed
LETM2|ENSG00000165046	ad	control	687.0	-0.687	0.4924	++++------+--+	0.6746310043668122	LETM2	ENSG00000165046	8	38386207	Not differentially expressed
GABBR2|ENSG00000136928	ad	control	687.0	1.428	0.1533	+++++----++-++	0.33738097325734323	GABBR2	ENSG00000136928	9	98288109	Not differentially expressed
C18orf32|ENSG00000177576	ad	control	687.0	2.92	0.003497	+++++++++++++-	0.038582285714285715	C18orf32	ENSG00000177576	18	49477243	Not differentially expressed
C4A|ENSG00000244207	ad	control	687.0	-3.048	0.0023	--------------	0.03189013774104683	C4A	ENSG00000244207	HSCHR6_MHC_DBB_CTG1	3229797	Not differentially expressed
MGAT4A|ENSG00000071073	ad	control	687.0	-1.582	0.1136	-+-+----+++-+-	0.282421573478476	MGAT4A	ENSG00000071073	2	98619106	Not differentially expressed
PLSCR1|ENSG00000188313	ad	control	687.0	-2.309	0.02093	----+------++-	0.1040761999010391	PLSCR1	ENSG00000188313	3	146515180	Not differentially expressed
ZZEF1|ENSG00000074755	ad	control	687.0	-0.031	0.9751	----+--++--+--	0.9877917465442438	ZZEF1	ENSG00000074755	17	4004445	Not differentially expressed
PFDN4|ENSG00000101132	ad	control	687.0	1.972	0.04862	++++++---+++++	0.16826776973457427	PFDN4	ENSG00000101132	20	54208087	Not differentially expressed
ZNF696|ENSG00000185730	ad	control	687.0	-1.309	0.1906	----+--++-++-+	0.38565578395808137	ZNF696	ENSG00000185730	8	143289676	Not differentially expressed
ELL|ENSG00000105656	ad	control	687.0	-3.434	0.0005948	--------------	0.015681900262467192	ELL	ENSG00000105656	19	18442663	Not differentially expressed
RXFP1|ENSG00000171509	ad	control	687.0	2.292	0.02188	+++++----++-++	0.10689790754257908	RXFP1	ENSG00000171509	4	158315311	Not differentially expressed
PRDM5|ENSG00000138738	ad	control	687.0	0.063	0.9499	++-+-+-+--+++-	0.975851427402026	PRDM5	ENSG00000138738	4	120684919	Not differentially expressed
PCK2|ENSG00000285241	ad	control	687.0	-1.786	0.07413	+------------+	0.21832361396303904	PCK2	ENSG00000285241	HG1_PATCH	395031	Not differentially expressed
ARRDC3-AS1|ENSG00000281357	ad	control	687.0	-0.274	0.7837	-+++++---++++-	0.8804238558800491	ARRDC3-AS1	ENSG00000281357	5	91380349	Not differentially expressed
SELPLG|ENSG00000110876	ad	control	687.0	-1.715	0.08629	+----++++--+-0	0.23951144278606962	SELPLG	ENSG00000110876	12	108621895	Not differentially expressed
PUS10|ENSG00000162927	ad	control	687.0	0.391	0.6955	--++++---++++-	0.8246126594237129	PUS10	ENSG00000162927	2	60940222	Not differentially expressed
PLOD3|ENSG00000106397	ad	control	687.0	-2.773	0.005552	-----++-+--+--	0.049111964757709244	PLOD3	ENSG00000106397	7	101205977	Not differentially expressed
RNF138|ENSG00000134758	ad	control	687.0	-1.168	0.2428	-----+--+++++-	0.4441085807979595	RNF138	ENSG00000134758	18	32091874	Not differentially expressed
MTRFR|ENSG00000130921	ad	control	687.0	-1.023	0.3061	++++------+-+-	0.5104208603222056	MTRFR	ENSG00000130921	12	123233385	Not differentially expressed
SART1|ENSG00000175467	ad	control	687.0	-0.718	0.4728	-----++++--+--	0.6581050880354915	SART1	ENSG00000175467	11	65961728	Not differentially expressed
N4BP2L2|ENSG00000244754	ad	control	687.0	-0.743	0.4574	----+--++-+++-	0.6455293786899072	N4BP2L2	ENSG00000244754	13	32432417	Not differentially expressed
EEF2K|ENSG00000103319	ad	control	687.0	-2.484	0.01299	---------+--++	0.07828307322929172	EEF2K	ENSG00000103319	16	22206278	Not differentially expressed
GRB10|ENSG00000106070	ad	control	687.0	0.178	0.8586	----++++++--+-	0.9258236494468908	GRB10	ENSG00000106070	7	50590063	Not differentially expressed
NOTCH4|ENSG00000206312	ad	control	687.0	-2.382	0.01724	------+++-----	0.09271001606855918	NOTCH4	ENSG00000206312	HSCHR6_MHC_QBL_CTG1	3418042	Not differentially expressed
SLCO3A1|ENSG00000176463	ad	control	687.0	-0.271	0.7865	-----++++--+--	0.8817934115019542	SLCO3A1	ENSG00000176463	15	91853708	Not differentially expressed
CYTH1|ENSG00000108669	ad	control	687.0	0.448	0.6539	----+++++-++--	0.7951573088092934	CYTH1	ENSG00000108669	17	78674048	Not differentially expressed
PTP4A2|ENSG00000184007	ad	control	687.0	-0.773	0.4394	----+--+++++--	0.6309462242562929	PTP4A2	ENSG00000184007	1	31906421	Not differentially expressed
PLB1|ENSG00000163803	ad	control	687.0	-0.138	0.8903	----+-+--+-+++	0.9428980065393945	PLB1	ENSG00000163803	2	28457145	Not differentially expressed
SUPT3H|ENSG00000196284	ad	control	687.0	3.353	0.0007986	++++++++++++++	0.018517191685912242	SUPT3H	ENSG00000196284	6	44809317	Not differentially expressed
PPIL4|ENSG00000131013	ad	control	687.0	1.299	0.194	-++++--+++-++-	0.3900981373923493	PPIL4	ENSG00000131013	6	149504495	Not differentially expressed
C19orf25|ENSG00000119559	ad	control	687.0	-3.27	0.001074	--------------	0.02111525291828794	C19orf25	ENSG00000119559	19	1461143	Not differentially expressed
SLC7A6|ENSG00000103064	ad	control	687.0	-1.902	0.05723	++------------	0.1856281562802712	SLC7A6	ENSG00000103064	16	68264516	Not differentially expressed
GTF3C3|ENSG00000119041	ad	control	687.0	-0.961	0.3364	---++-----+++-	0.539345466155811	GTF3C3	ENSG00000119041	2	196763035	Not differentially expressed
FJX1|ENSG00000179431	ad	control	687.0	0.103	0.9182	+++++++------+	0.9588857915539837	FJX1	ENSG00000179431	11	35618460	Not differentially expressed
SSU72|ENSG00000160075	ad	control	687.0	-0.515	0.6064	+---++++-----+	0.7623009514271408	SSU72	ENSG00000160075	1	1541673	Not differentially expressed
ENHO|ENSG00000168913	ad	control	687.0	-0.573	0.5669	----+--+-----+	0.7335927835051546	ENHO	ENSG00000168913	9	34521043	Not differentially expressed
ZNF669|ENSG00000188295	ad	control	687.0	1.27	0.2041	++++++---++++-	0.40022734375	ZNF669	ENSG00000188295	1	247099962	Not differentially expressed
YPEL2|ENSG00000175155	ad	control	687.0	0.693	0.4883	-+++-++++-+++-	0.6715797260273972	YPEL2	ENSG00000175155	17	59331655	Not differentially expressed
TTL|ENSG00000114999	ad	control	687.0	0.83	0.4067	-----++++--+--	0.6040337278106509	TTL	ENSG00000114999	2	112482156	Not differentially expressed
RGS10|ENSG00000148908	ad	control	687.0	-1.189	0.2343	--------+--+-+	0.43377687626774847	RGS10	ENSG00000148908	10	119499817	Not differentially expressed
RPSA|ENSG00000168028	ad	control	687.0	0.853	0.3936	-+-----++++++-	0.5931768237766437	RPSA	ENSG00000168028	3	39406716	Not differentially expressed
IRF9|ENSG00000213928	ad	control	687.0	-1.903	0.05703	+---+-+-------	0.18536134671414697	IRF9	ENSG00000213928	14	24161234	Not differentially expressed
LRRCC1|ENSG00000133739	ad	control	687.0	0.578	0.5633	----+++++-++--	0.7312557538143264	LRRCC1	ENSG00000133739	8	85107215	Not differentially expressed
SPRED3|ENSG00000188766	ad	control	687.0	0.661	0.5083	++-++----+-++-	0.6867624814964338	SPRED3	ENSG00000188766	19	38388421	Not differentially expressed
RNF175|ENSG00000145428	ad	control	687.0	0.269	0.7877	+++++-------++	0.882252119589469	RNF175	ENSG00000145428	4	153710160	Not differentially expressed
CA7|ENSG00000168748	ad	control	687.0	-1.342	0.1796	-++------+---+	0.3720206313183413	CA7	ENSG00000168748	16	66844414	Not differentially expressed
GPN2|ENSG00000142751	ad	control	687.0	-1.675	0.094	-------+---+--	0.2523422459893048	GPN2	ENSG00000142751	1	26876132	Not differentially expressed
NANOS1|ENSG00000188613	ad	control	687.0	-2.998	0.00272	-----+++---+--	0.034480808080808084	NANOS1	ENSG00000188613	10	119029714	Not differentially expressed
TMEM39A|ENSG00000176142	ad	control	687.0	-1.19	0.2342	-+---++-+-++--	0.43367170785687936	TMEM39A	ENSG00000176142	3	119428949	Not differentially expressed
CGGBP1|ENSG00000163320	ad	control	687.0	0.064	0.9491	-----++++++++-	0.9756401596561253	CGGBP1	ENSG00000163320	3	88051944	Not differentially expressed
AMOTL1|ENSG00000166025	ad	control	687.0	-0.183	0.8548	-----+-++-+-+-	0.9239177610333692	AMOTL1	ENSG00000166025	11	94706431	Not differentially expressed
PRRT1|ENSG00000229071	ad	control	687.0	0.206	0.8366	+++++-+--+---+	0.9116969499620102	PRRT1	ENSG00000229071	HSCHR6_MHC_COX_CTG1	3586696	Not differentially expressed
RAB14|ENSG00000119396	ad	control	687.0	1.392	0.1638	++++-----++++-	0.3517758288770053	RAB14	ENSG00000119396	9	121178133	Not differentially expressed
KDM3B|ENSG00000120733	ad	control	687.0	0.747	0.4552	-----++++++++-	0.6437819411184674	KDM3B	ENSG00000120733	5	138352685	Not differentially expressed
DPH6-DT|ENSG00000248079	ad	control	687.0	2.183	0.02902	+-++-++++-++++	0.1249087794432548	DPH6-DT	ENSG00000248079	15	35546154	Not differentially expressed
EMP3|ENSG00000142227	ad	control	687.0	-4.77	1.842e-06	--------+-----	0.0011828375	EMP3	ENSG00000142227	19	48321509	Downregulated in AD
HLA-C|ENSG00000225691	ad	control	687.0	-2.277	0.02278	+---+---------	0.10922215854823306	HLA-C	ENSG00000225691	HSCHR6_MHC_MCF_CTG1	2611478	Not differentially expressed
CPOX|ENSG00000080819	ad	control	687.0	1.22	0.2225	----++++++++--	0.4214905660377359	CPOX	ENSG00000080819	3	98579446	Not differentially expressed
PCYT1A|ENSG00000161217	ad	control	687.0	-1.069	0.2849	-----++++-----	0.4873736582041234	PCYT1A	ENSG00000161217	3	196214222	Not differentially expressed
IL32|ENSG00000008517	ad	control	687.0	-3.315	0.0009165	-------++-----	0.019831163793103446	IL32	ENSG00000008517	16	3065297	Not differentially expressed
NBPF14|ENSG00000270629	ad	control	687.0	-0.71	0.4779	-----++++-----	0.6629063277148383	NBPF14	ENSG00000270629	1	148531385	Not differentially expressed
PAQR8|ENSG00000170915	ad	control	687.0	-1.06	0.2891	-----++++--+--	0.49237726887192534	PAQR8	ENSG00000170915	6	52361421	Not differentially expressed
PLPPR5|ENSG00000117598	ad	control	687.0	1.63	0.1031	+++++----++-++	0.2665623874453306	PLPPR5	ENSG00000117598	1	98890245	Not differentially expressed
SH3RF2|ENSG00000156463	ad	control	687.0	-1.681	0.09284	+--++-------+-	0.2503529538131042	SH3RF2	ENSG00000156463	5	145936578	Not differentially expressed
GARRE1|ENSG00000166398	ad	control	687.0	-1.769	0.07688	-------++--+--	0.22275706866705133	GARRE1	ENSG00000166398	19	34254552	Not differentially expressed
ERCC4|ENSG00000175595	ad	control	687.0	-1.676	0.09365	-----++-+-+++-	0.25194158628081453	ERCC4	ENSG00000175595	16	13920138	Not differentially expressed
DHRS3|ENSG00000162496	ad	control	687.0	-3.559	0.0003727	-----------+--	0.012377180327868853	DHRS3	ENSG00000162496	1	12567909	Not differentially expressed
BCL10|ENSG00000142867	ad	control	687.0	-1.498	0.1342	---+-----+-++-	0.3108832487309645	BCL10	ENSG00000142867	1	85265776	Not differentially expressed
C18orf54|ENSG00000166845	ad	control	687.0	-1.049	0.2942	-----++++-+++-	0.4980219187320857	C18orf54	ENSG00000166845	18	54357906	Not differentially expressed
